bnumber	dbname	dbid
b3712	UniProtKB/Swiss-Prot	P0ADM8
b3712	ASAP	ABE-0012144
b3712	ECOCYC	EG11722
b3712	GeneID	948226
b3713	UniProtKB/Swiss-Prot	P0AGE6
b3713	ASAP	ABE-0012146
b3713	ECOCYC	EG11723
b3713	GeneID	948225
b3714	UniProtKB/Swiss-Prot	P31466
b3714	ASAP	ABE-0012148
b3714	ECOCYC	EG11724
b3714	GeneID	948224
b3715	UniProtKB/Swiss-Prot	P31467
b3715	ASAP	ABE-0012153
b3715	ECOCYC	EG11725
b3715	GeneID	948232
b3716	UniProtKB/Swiss-Prot	P31468
b3716	ASAP	ABE-0012156
b3716	ECOCYC	EG11726
b3716	GeneID	948231
b3717	UniProtKB/Swiss-Prot	P31469
b3717	ASAP	ABE-0012158
b3717	ECOCYC	EG11727
b3717	GeneID	948230
b3718	UniProtKB/Swiss-Prot	P31470
b3718	ASAP	ABE-0012160
b3718	ECOCYC	EG11728
b3718	GeneID	948229
b3719	UniProtKB/Swiss-Prot	P31471
b3719	ASAP	ABE-0012163
b3719	ECOCYC	EG11729
b3719	GeneID	948272
b3720	UniProtKB/Swiss-Prot	P26218
b3720	ASAP	ABE-0012165
b3720	ECOCYC	EG11364
b3720	GeneID	948228
b3721	UniProtKB/Swiss-Prot	P11988
b3721	ASAP	ABE-0012169
b3721	ECOCYC	EG10114
b3721	GeneID	948234
b3722	UniProtKB/Swiss-Prot	P08722
b3722	ASAP	ABE-0012171
b3722	ECOCYC	EG10115
b3722	GeneID	948236
b3723	UniProtKB/Swiss-Prot	P11989
b3723	ASAP	ABE-0012174
b3723	ECOCYC	EG10116
b3723	GeneID	948235
b3724	UniProtKB/Swiss-Prot	P0A9K7
b3724	ASAP	ABE-0012177
b3724	ECOCYC	EG10735
b3724	GeneID	948233
b3725	UniProtKB/Swiss-Prot	P0AAH0
b3725	ASAP	ABE-0012179
b3725	ECOCYC	EG10783
b3725	GeneID	948240
b3726	UniProtKB/Swiss-Prot	P07654
b3726	ASAP	ABE-0012184
b3726	ECOCYC	EG10782
b3726	GeneID	948239
b3727	UniProtKB/Swiss-Prot	P0AGH8
b3727	ASAP	ABE-0012186
b3727	ECOCYC	EG10784
b3727	GeneID	948238
b3728	UniProtKB/Swiss-Prot	P0AG82
b3728	ASAP	ABE-0012190
b3728	ECOCYC	EG10734
b3728	GeneID	948237
b3729	UniProtKB/Swiss-Prot	P17169
b3729	ASAP	ABE-0012198
b3729	ECOCYC	EG10382
b3729	GeneID	948241
b3730	UniProtKB/Swiss-Prot	P0ACC7
b3730	ASAP	ABE-0012201
b3730	ECOCYC	EG11198
b3730	GeneID	948246
b3731	UniProtKB/Swiss-Prot	P0A6E6
b3731	ASAP	ABE-0012206
b3731	ECOCYC	EG10100
b3731	GeneID	948245
b3732	UniProtKB/Swiss-Prot	P0ABB4
b3732	ASAP	ABE-0012208
b3732	ECOCYC	EG10101
b3732	GeneID	948244
b3733	UniProtKB/Swiss-Prot	P0ABA6
b3733	ASAP	ABE-0012211
b3733	ECOCYC	EG10104
b3733	GeneID	948243
b3734	UniProtKB/Swiss-Prot	P0ABB0
b3734	ASAP	ABE-0012213
b3734	ECOCYC	EG10098
b3734	GeneID	948242
b3735	UniProtKB/Swiss-Prot	P0ABA4
b3735	ASAP	ABE-0012215
b3735	ECOCYC	EG10105
b3735	GeneID	948254
b3736	UniProtKB/Swiss-Prot	P0ABA0
b3736	ASAP	ABE-0012217
b3736	ECOCYC	EG10103
b3736	GeneID	948247
b3737	UniProtKB/Swiss-Prot	P68699
b3737	ASAP	ABE-0012220
b3737	ECOCYC	EG10102
b3737	GeneID	948253
b3738	UniProtKB/Swiss-Prot	P0AB98
b3738	ASAP	ABE-0012222
b3738	ECOCYC	EG10099
b3738	GeneID	948252
b3739	UniProtKB/Swiss-Prot	P0ABC0
b3739	ASAP	ABE-0012224
b3739	ECOCYC	EG10106
b3739	GeneID	948251
b3740	UniProtKB/Swiss-Prot	P0A6U5
b3740	ASAP	ABE-0012229
b3740	ECOCYC	EG10376
b3740	GeneID	948250
b3741	UniProtKB/Swiss-Prot	P0A6U3
b3741	ASAP	ABE-0012231
b3741	ECOCYC	EG10375
b3741	GeneID	948248
b3742	UniProtKB/Swiss-Prot	P03817
b3742	ASAP	ABE-0012235
b3742	ECOCYC	EG11199
b3742	GeneID	948249
b3743	UniProtKB/Swiss-Prot	P0ACI6
b3743	ASAP	ABE-0012237
b3743	ECOCYC	EG10093
b3743	GeneID	948259
b3744	UniProtKB/Swiss-Prot	P00963
b3744	ASAP	ABE-0012242
b3744	ECOCYC	EG10091
b3744	GeneID	948258
b3745	UniProtKB/Swiss-Prot	P0ADN0
b3745	ASAP	ABE-0012244
b3745	ECOCYC	EG11730
b3745	GeneID	948257
b3746	UniProtKB/Swiss-Prot	P31473
b3746	ASAP	ABE-0012247
b3746	ECOCYC	EG11731
b3746	GeneID	948256
b3747	UniProtKB/Swiss-Prot	P63183
b3747	ASAP	ABE-0012251
b3747	ECOCYC	EG11541
b3747	GeneID	948255
b3748	UniProtKB/Swiss-Prot	P04982
b3748	ASAP	ABE-0012256
b3748	ECOCYC	EG10817
b3748	GeneID	948267
b3749	UniProtKB/Swiss-Prot	P04983
b3749	ASAP	ABE-0012259
b3749	ECOCYC	EG10814
b3749	GeneID	948264
b3750	UniProtKB/Swiss-Prot	P0AGI1
b3750	ASAP	ABE-0012261
b3750	ECOCYC	EG10816
b3750	GeneID	948262
b3751	UniProtKB/Swiss-Prot	P02925
b3751	ASAP	ABE-0012264
b3751	ECOCYC	EG10815
b3751	GeneID	948261
b3752	UniProtKB/Swiss-Prot	P0A9J6
b3752	ASAP	ABE-0012266
b3752	ECOCYC	EG10818
b3752	GeneID	948260
b3753	UniProtKB/Swiss-Prot	P0ACQ0
b3753	ASAP	ABE-0012271
b3753	ECOCYC	EG10819
b3753	GeneID	948266
b3754	UniProtKB/Swiss-Prot	P31474
b3754	ASAP	ABE-0012273
b3754	ECOCYC	EG11732
b3754	GeneID	948265
b3755	UniProtKB/Swiss-Prot	P31475
b3755	ASAP	ABE-0012275
b3755	ECOCYC	EG11733
b3755	GeneID	948263
b4480	UniProtKB/Swiss-Prot	P0A8R9
b4480	ASAP	ABE-0174109
b4480	ECOCYC	EG11449
b4480	GeneID	2847698
b3764	UniProtKB/Swiss-Prot	P0ADN2
b3764	ASAP	ABE-0012298
b3764	ECOCYC	EG11450
b3764	GeneID	948274
b3765	UniProtKB/Swiss-Prot	P22787
b3765	ASAP	ABE-0012300
b3765	ECOCYC	EG11260
b3765	GeneID	948282
b3766	UniProtKB/Swiss-Prot	P62522
b3766	ASAP	ABE-0012307
b3766	ECOCYC	EG11270
b3766	GeneID	948283
b4669	UniProtKB/Swiss-Prot	C1P619
b4669	ASAP	ABE-0285213
b4669	ECOCYC	G0-10641
b4669	GeneID	7751639
b3769	UniProtKB/Swiss-Prot	P0ADG1
b3769	ASAP	ABE-0012313
b3769	ECOCYC	EG10501
b3769	GeneID	948279
b3770	UniProtKB/Swiss-Prot	P0AB80
b3770	ASAP	ABE-0012316
b3770	ECOCYC	EG10497
b3770	GeneID	948278
b3771	UniProtKB/Swiss-Prot	P05791
b3771	ASAP	ABE-0012318
b3771	ECOCYC	EG10496
b3771	GeneID	948277
b3772	UniProtKB/Swiss-Prot	P04968
b3772	ASAP	ABE-0012321
b3772	ECOCYC	EG10493
b3772	GeneID	948287
b3773	UniProtKB/Swiss-Prot	P05827
b3773	ASAP	ABE-0012323
b3773	ECOCYC	EG10503
b3773	GeneID	948284
b3774	UniProtKB/Swiss-Prot	P05793
b3774	ASAP	ABE-0012331
b3774	ECOCYC	EG10495
b3774	GeneID	948286
b3775	UniProtKB/Swiss-Prot	P0A9L5
b3775	ASAP	ABE-0012334
b3775	ECOCYC	EG12352
b3775	GeneID	948285
b3778	UniProtKB/Swiss-Prot	P09980
b3778	ASAP	ABE-0012344
b3778	ECOCYC	EG10837
b3778	GeneID	948292
b3779	UniProtKB/Swiss-Prot	P25552
b3779	ASAP	ABE-0012347
b3779	ECOCYC	EG10413
b3779	GeneID	948291
b3780	UniProtKB/Swiss-Prot	P0A8J8
b3780	ASAP	ABE-0012351
b3780	ECOCYC	EG10844
b3780	GeneID	948290
b3781	UniProtKB/Swiss-Prot	P0AA25
b3781	ASAP	ABE-0012357
b3781	ECOCYC	EG11031
b3781	GeneID	948289
b3782	UniProtKB/Swiss-Prot	P0ADF3
b3782	ASAP	ABE-0012360
b3782	ECOCYC	EG12428
b3782	GeneID	948288
b3783	UniProtKB/Swiss-Prot	P0AG30
b3783	ASAP	ABE-0012362
b3783	ECOCYC	EG10845
b3783	GeneID	948297
b3784	UniProtKB/Swiss-Prot	P0AC78
b3784	ASAP	ABE-0012366
b3784	ECOCYC	EG10840
b3784	GeneID	948789
b3785	UniProtKB/Swiss-Prot	P0AG00
b3785	ASAP	ABE-0012370
b3785	ECOCYC	EG11295
b3785	GeneID	944815
b3786	UniProtKB/Swiss-Prot	P27828
b3786	ASAP	ABE-0012372
b3786	ECOCYC	EG11451
b3786	GeneID	944789
b3787	UniProtKB/Swiss-Prot	P27829
b3787	ASAP	ABE-0012374
b3787	ECOCYC	EG11452
b3787	GeneID	948977
b3788	UniProtKB/Swiss-Prot	P27830
b3788	ASAP	ABE-0012376
b3788	ECOCYC	EG11453
b3788	GeneID	948300
b3789	UniProtKB/Swiss-Prot	P61887
b3789	ASAP	ABE-0012379
b3789	ECOCYC	EG11454
b3789	GeneID	948299
b3790	UniProtKB/Swiss-Prot	P27832
b3790	ASAP	ABE-0012382
b3790	ECOCYC	EG11455
b3790	GeneID	948298
b3791	UniProtKB/Swiss-Prot	P27833
b3791	ASAP	ABE-0012384
b3791	ECOCYC	EG11456
b3791	GeneID	948296
b3792	UniProtKB/Swiss-Prot	P0AAA7
b3792	ASAP	ABE-0012386
b3792	ECOCYC	EG11486
b3792	GeneID	948294
b4481	UniProtKB/Swiss-Prot	P56258
b4481	ASAP	ABE-0174115
b4481	ECOCYC	G7800
b4481	GeneID	2847677
b3793	UniProtKB/Swiss-Prot	P27835
b3793	ASAP	ABE-0012392
b3793	ECOCYC	EG11457
b3793	GeneID	948293
b3794	UniProtKB/Swiss-Prot	P27836
b3794	ASAP	ABE-0012394
b3794	ECOCYC	EG11458
b3794	GeneID	948301
b3795	UniProtKB/Swiss-Prot	P27837
b3795	ASAP	ABE-0012397
b3795	ECOCYC	EG11459
b3795	GeneID	945400
b3800	UniProtKB/Swiss-Prot	P25550
b3800	ASAP	ABE-0012408
b3800	ECOCYC	EG10090
b3800	GeneID	949013
b3801	UniProtKB/Swiss-Prot	P25549
b3801	ASAP	ABE-0012411
b3801	ECOCYC	EG10089
b3801	GeneID	949015
b3802	UniProtKB/Swiss-Prot	P0ACB7
b3802	ASAP	ABE-0012417
b3802	ECOCYC	EG10434
b3802	GeneID	948311
b3803	UniProtKB/Swiss-Prot	P09127
b3803	ASAP	ABE-0012419
b3803	ECOCYC	EG10433
b3803	GeneID	948446
b3804	UniProtKB/Swiss-Prot	P09126
b3804	ASAP	ABE-0012425
b3804	ECOCYC	EG10430
b3804	GeneID	948587
b3805	UniProtKB/Swiss-Prot	P06983
b3805	ASAP	ABE-0012427
b3805	ECOCYC	EG10429
b3805	GeneID	947759
b3806	UniProtKB/Swiss-Prot	P00936
b3806	ASAP	ABE-0012432
b3806	ECOCYC	EG10170
b3806	GeneID	947755
b3807	UniProtKB/Swiss-Prot	P27838
b3807	ASAP	ABE-0012435
b3807	ECOCYC	EG11653
b3807	GeneID	947754
b3808	UniProtKB/Swiss-Prot	P11291
b3808	ASAP	ABE-0012437
b3808	ECOCYC	G7802
b3808	GeneID	948475
b4558	UniProtKB/Swiss-Prot	P0ADN6
b4558	ASAP	ABE-0285079
b4558	ECOCYC	G0-10471
b4558	GeneID	1450304
b3809	UniProtKB/Swiss-Prot	P0A6K1
b3809	ASAP	ABE-0012442
b3809	ECOCYC	EG10209
b3809	GeneID	948364
b3810	UniProtKB/Swiss-Prot	P23305
b3810	ASAP	ABE-0012444
b3810	ECOCYC	EG11201
b3810	GeneID	948359
b3811	UniProtKB/Swiss-Prot	P0A8P6
b3811	ASAP	ABE-0012448
b3811	ECOCYC	EG11069
b3811	GeneID	948355
b3812	UniProtKB/Swiss-Prot	P0ADP0
b3812	ASAP	ABE-0012450
b3812	ECOCYC	EG11202
b3812	GeneID	948357
b3813	UniProtKB/Swiss-Prot	P03018
b3813	ASAP	ABE-0012455
b3813	ECOCYC	EG11064
b3813	GeneID	948347
b4482	UniProtKB/Swiss-Prot	P27840
b4482	ASAP	ABE-0174110
b4482	ECOCYC	EG11462
b4482	GeneID	2847679
b4799	UniProtKB/Swiss-Prot	P0DSH7
b4799	ECOCYC	G0-17045
b4799	GeneID	63925663
b3816	UniProtKB/Swiss-Prot	P0ABI4
b3816	ASAP	ABE-0012464
b3816	ECOCYC	EG11463
b3816	GeneID	948351
b3817	UniProtKB/Swiss-Prot	P27842
b3817	ASAP	ABE-0012466
b3817	ECOCYC	EG11464
b3817	GeneID	948340
b3818	UniProtKB/Swiss-Prot	P27843
b3818	ASAP	ABE-0012468
b3818	ECOCYC	EG11465
b3818	GeneID	948344
b3819	UniProtKB/Swiss-Prot	P27844
b3819	ASAP	ABE-0012472
b3819	ECOCYC	EG11466
b3819	GeneID	948330
b3820	UniProtKB/Swiss-Prot	P0ADP2
b3820	ASAP	ABE-0012474
b3820	ECOCYC	EG11467
b3820	GeneID	948338
b3821	UniProtKB/Swiss-Prot	P0A921
b3821	ASAP	ABE-0012479
b3821	ECOCYC	EG10738
b3821	GeneID	948307
b3822	UniProtKB/Swiss-Prot	P15043
b3822	ASAP	ABE-0012483
b3822	ECOCYC	EG10833
b3822	GeneID	948318
b3823	UniProtKB/Swiss-Prot	P0AG38
b3823	ASAP	ABE-0012487
b3823	ECOCYC	EG11468
b3823	GeneID	948317
b3824	UniProtKB/Swiss-Prot	P0AG34
b3824	ASAP	ABE-0012490
b3824	ECOCYC	EG11469
b3824	GeneID	948316
b3825	UniProtKB/Swiss-Prot	P07000
b3825	ASAP	ABE-0012494
b3825	ECOCYC	EG10739
b3825	GeneID	948314
b3826	UniProtKB/Swiss-Prot	P27848
b3826	ASAP	ABE-0012500
b3826	ECOCYC	EG11470
b3826	GeneID	2847768
b3827	UniProtKB/Swiss-Prot	P0ADP5
b3827	ASAP	ABE-0012504
b3827	ECOCYC	EG11471
b3827	GeneID	948309
b3828	UniProtKB/Swiss-Prot	P0A9F9
b3828	ASAP	ABE-0012506
b3828	ECOCYC	EG10591
b3828	GeneID	948310
b3829	UniProtKB/Swiss-Prot	P25665
b3829	ASAP	ABE-0012520
b3829	ECOCYC	EG10584
b3829	GeneID	948323
b3830	UniProtKB/Swiss-Prot	P56262
b3830	ASAP	ABE-0012522
b3830	ECOCYC	G7804
b3830	GeneID	948320
b3831	UniProtKB/Swiss-Prot	P12758
b3831	ASAP	ABE-0012528
b3831	ECOCYC	EG11045
b3831	GeneID	948987
b3832	UniProtKB/Swiss-Prot	P0AG71
b3832	ASAP	ABE-0012531
b3832	ECOCYC	EG11472
b3832	GeneID	948966
b3833	UniProtKB/Swiss-Prot	P0A887
b3833	ASAP	ABE-0012534
b3833	ECOCYC	EG11473
b3833	GeneID	948926
b3834	UniProtKB/Swiss-Prot	P0ADP7
b3834	ASAP	ABE-0012536
b3834	ECOCYC	EG11474
b3834	GeneID	948915
b3835	UniProtKB/Swiss-Prot	P0A6A0
b3835	ASAP	ABE-0012539
b3835	ECOCYC	EG11476
b3835	GeneID	948322
b3836	UniProtKB/Swiss-Prot	P69428
b3836	ASAP	ABE-0012541
b3836	ECOCYC	G7806
b3836	GeneID	948321
b3838	UniProtKB/Swiss-Prot	P69425
b3838	ASAP	ABE-0012545
b3838	ECOCYC	G7808
b3838	GeneID	948319
b3839	UniProtKB/Swiss-Prot	P69423
b3839	ASAP	ABE-0012547
b3839	ECOCYC	EG11479
b3839	GeneID	948328
b4483	UniProtKB/Swiss-Prot	P27859
b4483	ASAP	ABE-0174116
b4483	ECOCYC	EG11481
b4483	GeneID	2847752
b3842	UniProtKB/Swiss-Prot	P0AFW0
b3842	ASAP	ABE-0012553
b3842	ECOCYC	EG10839
b3842	GeneID	948327
b3843	UniProtKB/Swiss-Prot	P0AAB4
b3843	ASAP	ABE-0012557
b3843	ECOCYC	EG11396
b3843	GeneID	948326
b3844	UniProtKB/Swiss-Prot	P0AEN1
b3844	ASAP	ABE-0012559
b3844	ECOCYC	EG10334
b3844	GeneID	948325
b3845	UniProtKB/Swiss-Prot	P21151
b3845	ASAP	ABE-0012562
b3845	ECOCYC	EG10278
b3845	GeneID	948324
b3846	UniProtKB/Swiss-Prot	P21177
b3846	ASAP	ABE-0012564
b3846	ECOCYC	EG10279
b3846	GeneID	948336
b3847	UniProtKB/Swiss-Prot	P21165
b3847	ASAP	ABE-0012569
b3847	ECOCYC	EG10698
b3847	GeneID	948335
b3848	UniProtKB/Swiss-Prot	P27862
b3848	ASAP	ABE-0012571
b3848	ECOCYC	EG11484
b3848	GeneID	948334
b3849	UniProtKB/Swiss-Prot	P0AFZ7
b3849	ASAP	ABE-0012574
b3849	ECOCYC	EG11021
b3849	GeneID	948333
b3850	UniProtKB/Swiss-Prot	P0ACB4
b3850	ASAP	ABE-0012577
b3850	ECOCYC	EG11485
b3850	GeneID	948331
b3856	UniProtKB/Swiss-Prot	P32125
b3856	ASAP	ABE-0012591
b3856	ECOCYC	EG11828
b3856	GeneID	948343
b3857	UniProtKB/Swiss-Prot	P32173
b3857	ASAP	ABE-0012593
b3857	ECOCYC	EG11829
b3857	GeneID	948349
b3858	UniProtKB/Swiss-Prot	P0ADP9
b3858	ASAP	ABE-0012599
b3858	ECOCYC	EG11830
b3858	GeneID	948348
b3859	UniProtKB/Swiss-Prot	P0C0K3
b3859	ASAP	ABE-0012604
b3859	ECOCYC	EG11831
b3859	GeneID	948346
b3860	UniProtKB/Swiss-Prot	P0AEG4
b3860	ASAP	ABE-0012606
b3860	ECOCYC	EG11297
b3860	GeneID	948353
b3861	UniProtKB/Swiss-Prot	P32128
b3861	ASAP	ABE-0012609
b3861	ECOCYC	EG11832
b3861	GeneID	948352
b3862	UniProtKB/Swiss-Prot	P32129
b3862	ASAP	ABE-0012611
b3862	ECOCYC	EG11833
b3862	GeneID	948350
b3863	UniProtKB/Swiss-Prot	P00582
b3863	ASAP	ABE-0012618
b3863	ECOCYC	EG10746
b3863	GeneID	948356
b3865	UniProtKB/Swiss-Prot	P0A6P7
b3865	ASAP	ABE-0012623
b3865	ECOCYC	EG11203
b3865	GeneID	948358
b3866	UniProtKB/Swiss-Prot	P0A8H6
b3866	ASAP	ABE-0012626
b3866	ECOCYC	EG11835
b3866	GeneID	948363
b3867	UniProtKB/Swiss-Prot	P32131
b3867	ASAP	ABE-0012629
b3867	ECOCYC	EG11836
b3867	GeneID	948362
b4686	UniProtKB/Swiss-Prot	C1P620
b4686	ASAP	ABE-0285229
b4686	ECOCYC	G0-10657
b4686	GeneID	7751621
b3868	UniProtKB/Swiss-Prot	P0AFB8
b3868	ASAP	ABE-0012632
b3868	ECOCYC	EG10385
b3868	GeneID	948361
b3869	UniProtKB/Swiss-Prot	P0AFB5
b3869	ASAP	ABE-0012634
b3869	ECOCYC	EG10387
b3869	GeneID	948360
b3870	UniProtKB/Swiss-Prot	P0A9C5
b3870	ASAP	ABE-0012640
b3870	ECOCYC	EG10383
b3870	GeneID	948370
b3871	UniProtKB/Swiss-Prot	P32132
b3871	ASAP	ABE-0012648
b3871	ECOCYC	EG11837
b3871	GeneID	948369
b3872	UniProtKB/Swiss-Prot	P0ACM9
b3872	ASAP	ABE-0012651
b3872	ECOCYC	EG11838
b3872	GeneID	948368
b3873	UniProtKB/Swiss-Prot	P32134
b3873	ASAP	ABE-0012653
b3873	ECOCYC	EG11839
b3873	GeneID	948367
b3874	UniProtKB/Swiss-Prot	P32135
b3874	ASAP	ABE-0012656
b3874	ECOCYC	EG11840
b3874	GeneID	948365
b3875	UniProtKB/Swiss-Prot	P76773
b3875	ASAP	ABE-0012659
b3875	ECOCYC	G7814
b3875	GeneID	948366
b3876	UniProtKB/Swiss-Prot	P32136
b3876	ASAP	ABE-0012661
b3876	ECOCYC	EG11841
b3876	GeneID	948377
b3877	UniProtKB/Swiss-Prot	P32137
b3877	ASAP	ABE-0012664
b3877	ECOCYC	EG11842
b3877	GeneID	948371
b3878	UniProtKB/Swiss-Prot	P32138
b3878	ASAP	ABE-0012666
b3878	ECOCYC	EG11843
b3878	GeneID	948376
b3879	UniProtKB/Swiss-Prot	P32139
b3879	ASAP	ABE-0012669
b3879	ECOCYC	EG11844
b3879	GeneID	948375
b3880	UniProtKB/Swiss-Prot	P32140
b3880	ASAP	ABE-0012673
b3880	ECOCYC	EG11845
b3880	GeneID	948374
b3881	UniProtKB/Swiss-Prot	P32141
b3881	ASAP	ABE-0012675
b3881	ECOCYC	EG11846
b3881	GeneID	948373
b3882	UniProtKB/Swiss-Prot	P0A9V8
b3882	ASAP	ABE-0012678
b3882	ECOCYC	EG11847
b3882	GeneID	948372
b3883	UniProtKB/Swiss-Prot	P32143
b3883	ASAP	ABE-0012681
b3883	ECOCYC	EG11848
b3883	GeneID	948382
b3884	UniProtKB/Swiss-Prot	P32144
b3884	ASAP	ABE-0012683
b3884	ECOCYC	EG11849
b3884	GeneID	948381
b3885	UniProtKB/Swiss-Prot	P0A8Y3
b3885	ASAP	ABE-0012686
b3885	ECOCYC	EG11850
b3885	GeneID	948380
b3886	UniProtKB/Swiss-Prot	P0A8K8
b3886	ASAP	ABE-0012688
b3886	ECOCYC	EG11851
b3886	GeneID	948379
b3887	UniProtKB/Swiss-Prot	P0A6M4
b3887	ASAP	ABE-0012690
b3887	ECOCYC	EG11852
b3887	GeneID	948378
b3888	UniProtKB/Swiss-Prot	P0ADQ2
b3888	ASAP	ABE-0012692
b3888	ECOCYC	EG11853
b3888	GeneID	948387
b3889	UniProtKB/Swiss-Prot	P0ADQ5
b3889	ASAP	ABE-0012696
b3889	ECOCYC	EG11854
b3889	GeneID	948386
b3890	UniProtKB/Swiss-Prot	P0AFU6
b3890	ASAP	ABE-0012700
b3890	ECOCYC	EG11855
b3890	GeneID	948385
b3891	UniProtKB/Swiss-Prot	P13024
b3891	ASAP	ABE-0012703
b3891	ECOCYC	EG10284
b3891	GeneID	948384
b3892	UniProtKB/Swiss-Prot	P0AEL0
b3892	ASAP	ABE-0012705
b3892	ECOCYC	EG11856
b3892	GeneID	948383
b3893	UniProtKB/Swiss-Prot	P0AAJ5
b3893	ASAP	ABE-0012708
b3893	ECOCYC	EG11857
b3893	GeneID	948395
b3894	UniProtKB/Swiss-Prot	P32176
b3894	ASAP	ABE-0012710
b3894	ECOCYC	EG11858
b3894	GeneID	948394
b3895	UniProtKB/Swiss-Prot	P32177
b3895	ASAP	ABE-0012714
b3895	ECOCYC	EG11859
b3895	GeneID	948393
b3896	UniProtKB/Swiss-Prot	P32151
b3896	ASAP	ABE-0012718
b3896	ECOCYC	EG11860
b3896	GeneID	948392
b3897	UniProtKB/Swiss-Prot	P32152
b3897	ASAP	ABE-0012720
b3897	ECOCYC	EG11861
b3897	GeneID	948389
b3898	UniProtKB/Swiss-Prot	P32153
b3898	ASAP	ABE-0012722
b3898	ECOCYC	EG11862
b3898	GeneID	948388
b3899	UniProtKB/Swiss-Prot	P32154
b3899	ASAP	ABE-0012725
b3899	ECOCYC	EG11863
b3899	GeneID	948390
b3900	UniProtKB/Swiss-Prot	P32155
b3900	ASAP	ABE-0012727
b3900	ECOCYC	EG11864
b3900	GeneID	948391
b3901	UniProtKB/Swiss-Prot	P32156
b3901	ASAP	ABE-0012729
b3901	ECOCYC	EG11865
b3901	GeneID	948402
b3902	UniProtKB/Swiss-Prot	P32169
b3902	ASAP	ABE-0012731
b3902	ECOCYC	EG11866
b3902	GeneID	948401
b3903	UniProtKB/Swiss-Prot	P32170
b3903	ASAP	ABE-0012736
b3903	ECOCYC	EG11867
b3903	GeneID	948400
b3904	UniProtKB/Swiss-Prot	P32171
b3904	ASAP	ABE-0012738
b3904	ECOCYC	EG11868
b3904	GeneID	948399
b3905	UniProtKB/Swiss-Prot	P09377
b3905	ASAP	ABE-0012745
b3905	ECOCYC	EG10843
b3905	GeneID	948397
b3906	UniProtKB/Swiss-Prot	P09378
b3906	ASAP	ABE-0012747
b3906	ECOCYC	EG10842
b3906	GeneID	948396
b3907	UniProtKB/Swiss-Prot	P27125
b3907	ASAP	ABE-0012749
b3907	ECOCYC	EG11313
b3907	GeneID	948398
b3908	UniProtKB/Swiss-Prot	P00448
b3908	ASAP	ABE-0012761
b3908	ECOCYC	EG10953
b3908	GeneID	948403
b3909	UniProtKB/Swiss-Prot	P0A712
b3909	ASAP	ABE-0012764
b3909	ECOCYC	EG11869
b3909	GeneID	948407
b3910	UniProtKB/Swiss-Prot	P32157
b3910	ASAP	ABE-0012769
b3910	ECOCYC	EG11870
b3910	GeneID	948406
b3911	UniProtKB/Swiss-Prot	P0AE82
b3911	ASAP	ABE-0012772
b3911	ECOCYC	EG10163
b3911	GeneID	948405
b3912	UniProtKB/Swiss-Prot	P0AE88
b3912	ASAP	ABE-0012774
b3912	ECOCYC	EG10020
b3912	GeneID	948404
b4484	UniProtKB/Swiss-Prot	P0AE85
b4484	ASAP	ABE-0174117
b4484	ECOCYC	G7816
b4484	GeneID	2847688
b3915	UniProtKB/Swiss-Prot	P69380
b3915	ASAP	ABE-0012786
b3915	ECOCYC	EG11873
b3915	GeneID	948413
b3916	UniProtKB/Swiss-Prot	P0A796
b3916	ASAP	ABE-0012789
b3916	ECOCYC	EG10699
b3916	GeneID	948412
b3917	UniProtKB/Swiss-Prot	P0AG78
b3917	ASAP	ABE-0012794
b3917	ECOCYC	EG10929
b3917	GeneID	948411
b3918	UniProtKB/Swiss-Prot	P06282
b3918	ASAP	ABE-0012797
b3918	ECOCYC	EG10138
b3918	GeneID	948410
b3919	UniProtKB/Swiss-Prot	P0A858
b3919	ASAP	ABE-0012799
b3919	ECOCYC	EG11015
b3919	GeneID	948409
b3920	UniProtKB/Swiss-Prot	P32160
b3920	ASAP	ABE-0012802
b3920	ECOCYC	EG11874
b3920	GeneID	948408
b3921	UniProtKB/Swiss-Prot	P0AF34
b3921	ASAP	ABE-0012809
b3921	ECOCYC	EG11875
b3921	GeneID	948417
b3922	UniProtKB/Swiss-Prot	P32162
b3922	ASAP	ABE-0012813
b3922	ECOCYC	EG11876
b3922	GeneID	948416
b3923	UniProtKB/Swiss-Prot	P0AAB8
b3923	ASAP	ABE-0012816
b3923	ECOCYC	EG11877
b3923	GeneID	948415
b3924	UniProtKB/Swiss-Prot	P28861
b3924	ASAP	ABE-0012818
b3924	ECOCYC	EG10628
b3924	GeneID	948414
b3925	UniProtKB/Swiss-Prot	P0A9C9
b3925	ASAP	ABE-0012821
b3925	ECOCYC	EG11517
b3925	GeneID	948424
b3926	UniProtKB/Swiss-Prot	P0A6F3
b3926	ASAP	ABE-0012825
b3926	ECOCYC	EG10398
b3926	GeneID	948423
b3927	UniProtKB/Swiss-Prot	P0AER0
b3927	ASAP	ABE-0012828
b3927	ECOCYC	EG10396
b3927	GeneID	948422
b3928	UniProtKB/Swiss-Prot	P0AF36
b3928	ASAP	ABE-0012835
b3928	ECOCYC	EG11878
b3928	GeneID	948420
b3929	UniProtKB/Swiss-Prot	P0A8R0
b3929	ASAP	ABE-0012837
b3929	ECOCYC	EG11879
b3929	GeneID	948419
b3930	UniProtKB/Swiss-Prot	P32166
b3930	ASAP	ABE-0012841
b3930	ECOCYC	EG11880
b3930	GeneID	948418
