bnumber	GOTerm
b1963	GO:0005886
b1963	GO:0007049
b1963	GO:0016021
b1963	GO:0051301
b1967	GO:0005829
b1967	GO:0006281
b1967	GO:0008270
b1967	GO:0010447
b1967	GO:0016790
b1967	GO:0016811
b1967	GO:0019172
b1967	GO:0019243
b1967	GO:0030091
b1967	GO:0036524
b1967	GO:0036525
b1967	GO:0042245
b1967	GO:0051595
b1967	GO:0106044
b1968	GO:0000155
b1968	GO:0000160
b1968	GO:0004672
b1968	GO:0005524
b1968	GO:0005886
b1968	GO:0006974
b1968	GO:0016021
b1969	GO:0000156
b1969	GO:0000976
b1969	GO:0001216
b1969	GO:0003677
b1969	GO:0003700
b1969	GO:0005829
b1969	GO:0032993
b1969	GO:0045892
b1969	GO:0045893
b1970	GO:0006144
b1970	GO:0033971
b1970	GO:0042597
b1970	GO:0042802
b1970	GO:0051289
b1971	GO:0006979
b1971	GO:0016672
b1971	GO:0016675
b1971	GO:0030091
b1971	GO:0030288
b1971	GO:0043546
b1971	GO:0046872
b1971	GO:1901530
b1972	GO:0005886
b1972	GO:0005887
b1972	GO:0009055
b1972	GO:0010181
b1972	GO:0016679
b1972	GO:0020037
b1972	GO:0030091
b1972	GO:0046872
b1973	GO:0005829
b1973	GO:0006882
b1973	GO:0008270
b1973	GO:0030288
b1973	GO:0034224
b1973	GO:0046870
b1973	GO:0046872
b1973	GO:0070301
b1973	GO:0071276
b1974	GO:0005886
b1974	GO:0009055
b1974	GO:0016021
b1974	GO:0020037
b1974	GO:0022904
b1974	GO:0046872
b1976	GO:0004177
b1976	GO:0005829
b1976	GO:0008134
b1976	GO:0008237
b1976	GO:0043433
b1976	GO:0051090
b1978	GO:0009279
b1978	GO:0009405
b1978	GO:0043708
b1981	GO:0005886
b1981	GO:0015293
b1981	GO:0015530
b1981	GO:0015733
b1981	GO:0016021
b1982	GO:0005829
b1982	GO:0008714
b1982	GO:0009116
b1982	GO:0044209
b1983	GO:0003677
b1983	GO:0005829
b1983	GO:0006355
b1985	GO:0005886
b1985	GO:0015031
b1985	GO:0015230
b1985	GO:0015297
b1985	GO:0016020
b1985	GO:0016021
b1985	GO:0035350
b1985	GO:0035442
b1985	GO:0042910
b1985	GO:0044610
b1985	GO:0071916
b1987	GO:0000976
b1987	GO:0003700
b1987	GO:0006355
b1987	GO:0019344
b1987	GO:0045883
b1988	GO:0003677
b1988	GO:0003700
b1988	GO:0042128
b1988	GO:0045892
b1988	GO:0045893
b1988	GO:2000142
b1990	GO:0008360
b1990	GO:0016757
b1990	GO:0018104
b1990	GO:0042597
b1990	GO:0071555
b1990	GO:0071972
b1991	GO:0008939
b1991	GO:0009236
b1992	GO:0005886
b1992	GO:0008818
b1992	GO:0009236
b1992	GO:0016021
b1992	GO:0051073
b1993	GO:0005524
b1993	GO:0005525
b1993	GO:0006779
b1993	GO:0006974
b1993	GO:0008819
b1993	GO:0008820
b1993	GO:0009236
b1993	GO:0036428
b1993	GO:0036429
b1994	GO:0003677
b1994	GO:0004803
b1994	GO:0006313
b1996	GO:0003677
b1996	GO:0006310
b1996	GO:0015074
b1996	GO:0032196
b1997	GO:0003677
b1997	GO:0004803
b1997	GO:0006313
b1999	NA
b2000	GO:0005576
b2000	GO:0009279
b2000	GO:0009986
b2000	GO:0016021
b2000	GO:0042597
b2001	GO:0005886
b2001	GO:0016021
b2002	GO:0008237
b2002	GO:0046872
b2003	NA
b2004	GO:0005737
b2004	GO:0008092
b2004	GO:0046872
b2004	GO:0051495
b2005	GO:0001896
b2005	GO:0005737
b2005	GO:0008092
b2005	GO:0008360
b2005	GO:0051494
b2005	GO:2000245
b2006	NA
b2007	GO:0005829
b2008	GO:0005886
b2008	GO:0016021
b2008	GO:0022857
b2008	GO:0055085
b2009	GO:0005737
b2009	GO:0006974
b2009	GO:0008657
b2009	GO:0019899
b2009	GO:2000104
b2010	GO:0000270
b2010	GO:0004180
b2010	GO:0005886
b2010	GO:0008360
b2010	GO:0008658
b2010	GO:0008800
b2010	GO:0009002
b2010	GO:0009252
b2010	GO:0071555
b2011	GO:0000175
b2011	GO:0000287
b2011	GO:0000738
b2011	GO:0003697
b2011	GO:0006281
b2011	GO:0006308
b2011	GO:0008310
b2011	GO:0008852
b2011	GO:0051575
b2012	NA
b2013	GO:0005886
b2013	GO:0016021
b2014	GO:0005886
b2014	GO:0006865
b2014	GO:0015295
b2014	GO:0015489
b2014	GO:0015847
b2014	GO:0016021
b2014	GO:0048870
b2015	GO:0000976
b2015	GO:0003700
b2015	GO:0006355
b2016	GO:0003824
b2016	GO:0005524
b2016	GO:0005829
b2017	GO:0015643
b2017	GO:0043565
b2017	GO:0044010
b2017	GO:0045892
b2018	GO:0000105
b2019	GO:0000105
b2019	GO:0000287
b2019	GO:0003879
b2019	GO:0005524
b2019	GO:0005829
b2020	GO:0000105
b2020	GO:0004399
b2020	GO:0005737
b2020	GO:0005829
b2020	GO:0008270
b2020	GO:0030145
b2020	GO:0046872
b2020	GO:0051287
b2021	GO:0000105
b2021	GO:0004400
b2021	GO:0005829
b2021	GO:0030170
b2021	GO:0042802
b2022	GO:0000105
b2022	GO:0004401
b2022	GO:0004424
b2022	GO:0005737
b2022	GO:0042802
b2022	GO:0046872
b2023	GO:0000105
b2023	GO:0000107
b2023	GO:0004359
b2023	GO:0006541
b2023	GO:0009382
b2023	GO:0016829
b2024	GO:0000105
b2024	GO:0000162
b2024	GO:0003949
b2024	GO:0005737
b2024	GO:0005829
b2024	GO:0006974
b2025	GO:0000105
b2025	GO:0000107
b2025	GO:0005829
b2025	GO:0009382
b2025	GO:0016829
b2026	GO:0000105
b2026	GO:0004635
b2026	GO:0004636
b2026	GO:0005524
b2026	GO:0005829
b2027	GO:0004713
b2027	GO:0005886
b2027	GO:0009103
b2027	GO:0016021
b2028	GO:0003979
b2028	GO:0006065
b2028	GO:0009103
b2028	GO:0009242
b2028	GO:0051287
b2029	GO:0004616
b2029	GO:0005829
b2029	GO:0006098
b2029	GO:0009051
b2029	GO:0042802
b2029	GO:0042803
b2029	GO:0046177
b2029	GO:0050661
b2030	GO:0003677
b2030	GO:0004803
b2030	GO:0006313
b2032	GO:0005886
b2032	GO:0009103
b2032	GO:0016757
b2033	GO:0005829
b2033	GO:0008374
b2033	GO:0009103
b2034	GO:0005737
b2034	GO:0008921
b2034	GO:0009103
b2035	GO:0005886
b2035	GO:0009103
b2035	GO:0016021
b2036	GO:0005829
b2036	GO:0008767
b2036	GO:0009103
b2036	GO:0050660
b2037	GO:0005886
b2037	GO:0005887
b2037	GO:0006974
b2037	GO:0009243
b2037	GO:0046677
b2038	GO:0005829
b2038	GO:0006974
b2038	GO:0008830
b2038	GO:0009103
b2038	GO:0009243
b2038	GO:0009411
b2038	GO:0019305
b2038	GO:0045226
b2038	GO:0046677
b2039	GO:0005829
b2039	GO:0008879
b2039	GO:0009243
b2039	GO:0019305
b2039	GO:0042802
b2039	GO:0045226
b2039	GO:0046872
b2040	GO:0005829
b2040	GO:0008831
b2040	GO:0009103
b2040	GO:0009243
b2040	GO:0019305
b2040	GO:0045226
b2040	GO:0046872
b2041	GO:0005829
b2041	GO:0008460
b2041	GO:0009103
b2041	GO:0009226
b2041	GO:0009243
b2041	GO:0019305
b2041	GO:0042802
b2041	GO:0045226
b2042	GO:0003983
b2042	GO:0005829
b2042	GO:0006011
b2042	GO:0009103
b2042	GO:0030234
b2043	GO:0009103
b2043	GO:0045228
b2044	GO:0009103
b2044	GO:0016757
b2044	GO:0045228
b2044	GO:0046377
b2045	GO:0009103
b2045	GO:0016740
b2045	GO:0045228
b2046	GO:0005886
b2046	GO:0005887
b2046	GO:0009103
b2046	GO:0009242
b2047	GO:0005886
b2047	GO:0005887
b2047	GO:0009103
b2047	GO:0009242
b2047	GO:0016757
b2047	GO:0016780
b2047	GO:0089702
b2048	GO:0000287
b2048	GO:0004615
b2048	GO:0009103
b2048	GO:0009298
b2049	GO:0004475
b2049	GO:0005525
b2049	GO:0006972
b2049	GO:0009103
b2049	GO:0009242
b2049	GO:0009298
b2050	GO:0009103
b2050	GO:0009242
b2050	GO:0045228
b2050	GO:0046920
b2051	GO:0000287
b2051	GO:0008727
b2051	GO:0009103
b2051	GO:0030145
b2051	GO:0047917
b2052	GO:0005737
b2052	GO:0009242
b2052	GO:0016853
b2052	GO:0042351
b2052	GO:0050577
b2052	GO:0070401
b2053	GO:0005737
b2053	GO:0008446
b2053	GO:0009242
b2053	GO:0019673
b2053	GO:0042351
b2053	GO:0070401
b2054	GO:0008374
b2054	GO:0009103
b2054	GO:0009242
b2054	GO:0016413
b2054	GO:0044010
b2054	GO:0045228
b2055	GO:0008417
b2055	GO:0009103
b2055	GO:0009242
b2055	GO:0016757
b2055	GO:0045228
b2056	GO:0005886
b2056	GO:0009103
b2056	GO:0016021
b2056	GO:0045228
b2056	GO:0046377
b2057	GO:0009103
b2057	GO:0009242
b2057	GO:0035250
b2057	GO:0045228
b2058	GO:0005829
b2058	GO:0006535
b2058	GO:0009001
b2058	GO:0009103
b2058	GO:0009242
b2058	GO:0016407
b2058	GO:0016413
b2058	GO:0045228
b2059	GO:0009103
b2059	GO:0009242
b2059	GO:0015020
b2059	GO:0016757
b2059	GO:0045228
b2060	GO:0004713
b2060	GO:0004714
b2060	GO:0005524
b2060	GO:0005886
b2060	GO:0005887
b2060	GO:0009103
b2060	GO:0009242
b2060	GO:0016887
b2060	GO:0038083
b2060	GO:0042802
b2060	GO:0045226
b2061	GO:0004725
b2061	GO:0009242
b2062	GO:0000271
b2062	GO:0009279
b2062	GO:0015159
b2062	GO:0015288
b2062	GO:0046377
b2062	GO:0046930
b2063	GO:0005886
b2063	GO:0016021
b2063	GO:0050660
b2064	GO:0005886
b2064	GO:0042597
b2064	GO:0090313
b2065	GO:0000166
b2065	GO:0005829
b2065	GO:0006226
b2065	GO:0006229
b2065	GO:0006235
b2065	GO:0008829
b2065	GO:0009314
b2065	GO:0015949
b2065	GO:0070207
b2066	GO:0004849
b2066	GO:0005524
b2066	GO:0005737
b2066	GO:0005829
b2066	GO:0043771
b2066	GO:0044206
b2066	GO:0044211
b2067	GO:0005525
b2067	GO:0005886
b2067	GO:0016021
b2067	GO:0046872
b2067	GO:0052621
b2068	GO:0003905
b2068	GO:0005737
b2068	GO:0006281
b2068	GO:0006284
b2068	GO:0006285
b2068	GO:0006307
b2068	GO:0006974
b2068	GO:0008725
b2068	GO:0032131
b2068	GO:0032993
b2068	GO:0043916
b2068	GO:0052821
b2068	GO:0052822
b2069	GO:0005524
b2069	GO:0005829
b2069	GO:0016887
b2070	GO:0004672
b2070	GO:0005524
b2071	NA
b2072	GO:0016791
b2072	GO:0106306
b2072	GO:0106307
b2073	NA
b2074	GO:0005886
b2074	GO:0015125
b2074	GO:0015562
b2074	GO:0015721
b2074	GO:0042908
b2074	GO:0042910
b2074	GO:1990281
b2075	GO:0005886
b2075	GO:0005887
b2075	GO:0015125
b2075	GO:0015721
b2075	GO:0042908
b2075	GO:0042910
b2075	GO:1902600
b2076	GO:0005886
b2076	GO:0005887
b2076	GO:0015125
b2076	GO:0015721
b2076	GO:0042908
b2076	GO:0042910
b2076	GO:1902600
b2077	GO:0005886
b2077	GO:0005887
b2077	GO:0022857
b2077	GO:0055085
b2078	GO:0000155
b2078	GO:0005524
b2078	GO:0005886
b2078	GO:0005887
b2078	GO:0007165
b2078	GO:0016020
b2078	GO:0036460
b2078	GO:0046777
b2079	GO:0000156
b2079	GO:0000976
b2079	GO:0000986
b2079	GO:0001216
b2079	GO:0005829
b2079	GO:0006351
b2079	GO:0032993
b2079	GO:0042802
b2079	GO:2000144
b2079	GO:2001023
b2080	GO:0006302
b2081	GO:0002098
b2081	GO:0005829
b2081	GO:0006400
b2081	GO:0008233
b2082	NA
b2085	NA
b2086	GO:0000287
b2086	GO:0001727
b2086	GO:0003951
b2086	GO:0005524
b2086	GO:0005737
b2086	GO:0008654
b2088	GO:0003677
b2088	GO:0004803
b2088	GO:0006313
b2089	GO:0003677
b2089	GO:0006310
b2089	GO:0015074
b2089	GO:0032196
b2091	GO:0005829
b2091	GO:0008270
b2091	GO:0008868
b2091	GO:0019404
b2091	GO:0042802
b2092	GO:0005886
b2092	GO:0009401
b2092	GO:0015577
b2092	GO:0016021
b2092	GO:0019402
b2093	GO:0005829
b2093	GO:0008982
b2093	GO:0009401
b2093	GO:0015796
b2093	GO:0019402
b2093	GO:0090584
b2094	GO:0005829
b2094	GO:0009401
b2094	GO:0015796
b2094	GO:0016301
b2094	GO:0019402
b2094	GO:0030295
b2094	GO:0032412
b2094	GO:0090584
b2095	GO:0003824
b2095	GO:0005887
b2095	GO:0009401
b2095	GO:0019404
b2095	GO:2001059
b2096	GO:0005829
b2096	GO:0008270
b2096	GO:0009025
b2096	GO:0019404
b2096	GO:2001059
b2097	GO:0004332
b2097	GO:0005829
b2097	GO:0006096
b2097	GO:0016020
b2097	GO:0042802
b2098	GO:0005886
b2098	GO:0005887
b2098	GO:0015212
b2098	GO:0015213
b2098	GO:0071702
b2099	GO:0016787
b2100	GO:0016301
b2100	GO:0016773
b2101	GO:0003677
b2101	GO:0003700
b2101	GO:0045892
b2102	GO:0003796
b2102	GO:0009253
b2102	GO:0016998
b2102	GO:0044275
b2103	GO:0005524
b2103	GO:0005829
b2103	GO:0008902
b2103	GO:0008972
b2103	GO:0009228
b2103	GO:0009229
b2103	GO:0016310
b2104	GO:0000287
b2104	GO:0004417
b2104	GO:0005524
b2104	GO:0005829
b2104	GO:0009229
b2104	GO:0036172
b2104	GO:0042802
b2104	GO:0052673
b2105	GO:0003677
b2105	GO:0005737
b2105	GO:0045892
b2105	GO:0046872
b2106	GO:0005886
b2106	GO:0005887
b2106	GO:0006824
b2106	GO:0010045
b2106	GO:0015099
b2106	GO:0032025
b2106	GO:0035444
b2106	GO:0035784
b2106	GO:0046583
b2107	GO:0005507
b2107	GO:0005829
b2107	GO:0006974
b2107	GO:0010045
b2107	GO:0030288
b2107	GO:0032025
b2107	GO:1901652
b2108	GO:0009289
b2108	GO:0043709
b2109	GO:0006974
b2109	GO:0009279
b2109	GO:0009297
b2109	GO:0015473
b2109	GO:0016021
b2110	GO:0030288
b2110	GO:0043711
b2110	GO:0061077
b2110	GO:0071555
b2111	GO:0007155
b2111	GO:0009289
b2111	GO:0043709
b2111	GO:0043711
b2112	NA
b2113	GO:0005524
b2113	GO:0005829
b2113	GO:0016226
b2113	GO:0016787
b2113	GO:0016887
b2113	GO:0046872
b2113	GO:0051539
b2114	GO:0000049
b2114	GO:0004825
b2114	GO:0005524
b2114	GO:0005829
b2114	GO:0006418
b2114	GO:0006431
b2114	GO:0008270
b2114	GO:0016020
b2115	NA
b2118	NA
b2119	GO:0005524
b2119	GO:0016887
b2120	GO:0005829
b2121	NA
b2122	GO:0005829
b2122	GO:0008270
b2123	GO:0005886
b2124	NA
b2125	GO:0000156
b2125	GO:0000160
b2125	GO:0000976
b2125	GO:0001216
b2125	GO:0005829
b2125	GO:0006355
b2125	GO:0032993
b2126	GO:0000155
b2126	GO:0005524
b2126	GO:0005886
b2126	GO:0005887
b2126	GO:0007165
b2126	GO:0018106
b2126	GO:0031667
b2126	GO:0071555
b2127	GO:0003677
b2127	GO:0003700
b2128	GO:0005886
b2128	GO:0006865
b2128	GO:0016021
b2128	GO:0031460
b2128	GO:0055085
b2129	GO:0005524
b2129	GO:0006865
b2129	GO:0031460
b2129	GO:0042626
b2130	GO:0005886
b2130	GO:0006865
b2130	GO:0016021
b2130	GO:0031460
b2130	GO:0055085
b2131	GO:0006865
b2131	GO:0022857
b2131	GO:0031460
b2131	GO:0042597
b2131	GO:0043190
b2131	GO:0071474
b2132	GO:0008422
b2132	GO:0009251
b2132	GO:0015926
b2132	GO:0030288
b2132	GO:0042597
b2132	GO:0102483
b2133	GO:0005886
b2133	GO:0005887
b2133	GO:0009055
b2133	GO:0009060
b2133	GO:0009061
b2133	GO:0016901
b2133	GO:0019516
b2133	GO:0022904
b2133	GO:0031234
b2133	GO:0048038
b2133	GO:0050660
b2133	GO:0055085
b2133	GO:0071949
b2133	GO:0102029
b2134	GO:0000270
b2134	GO:0004175
b2134	GO:0008360
b2134	GO:0009002
b2134	GO:0009252
b2134	GO:0042493
b2134	GO:0042597
b2134	GO:0043093
b2134	GO:0071555
b2135	GO:0005886
b2135	GO:0006974
b2135	GO:0016021
b2136	GO:0005886
b2136	GO:0016021
b2136	GO:0043093
b2137	GO:0016491
b2139	GO:0009279
b2139	GO:0015562
b2139	GO:0016021
b2139	GO:0046677
b2140	GO:0000049
b2140	GO:0002943
b2140	GO:0010181
b2140	GO:0017150
b2140	GO:0050660
b2141	GO:0005886
b2141	GO:0016021
b2142	GO:0005886
b2142	GO:0016021
b2143	GO:0001884
b2143	GO:0004126
b2143	GO:0005829
b2143	GO:0006217
b2143	GO:0008270
b2143	GO:0009972
b2143	GO:0015949
b2143	GO:0042802
b2143	GO:0047844
b2144	GO:0005886
b2144	GO:0016021
b2144	GO:0042493
b2145	GO:0016021
b2146	GO:0003954
b2146	GO:0004159
b2146	GO:0006208
b2146	GO:0016491
b2146	GO:0051536
b2147	GO:0002058
b2147	GO:0003954
b2147	GO:0004159
b2147	GO:0005737
b2147	GO:0006208
b2147	GO:0006210
b2147	GO:0006212
b2147	GO:0017113
b2147	GO:0046872
b2147	GO:0050661
b2147	GO:0051536
b2147	GO:0051539
b2148	GO:0005354
b2148	GO:0005886
b2148	GO:0006974
b2148	GO:0015592
b2148	GO:0015757
b2148	GO:0015765
b2148	GO:0016021
b2149	GO:0005354
b2149	GO:0005524
b2149	GO:0005886
b2149	GO:0006974
b2149	GO:0015592
b2149	GO:0015757
b2149	GO:0015765
b2149	GO:0043211
b2150	GO:0006935
b2150	GO:0015757
b2150	GO:0015765
b2150	GO:0030246
b2150	GO:0030288
b2150	GO:0046872
b2151	GO:0000976
b2151	GO:0003677
b2151	GO:0003700
b2151	GO:0006355
b2152	GO:0005886
b2152	GO:0016021
b2153	GO:0003934
b2153	GO:0005525
b2153	GO:0005737
b2153	GO:0005829
b2153	GO:0006729
b2153	GO:0006730
b2153	GO:0008270
b2153	GO:0008616
b2153	GO:0032991
b2153	GO:0035998
b2153	GO:0042802
b2153	GO:0046654
b2154	GO:0004416
b2154	GO:0005829
b2154	GO:0018738
b2154	GO:0032991
b2154	GO:0042802
b2154	GO:0046294
b2154	GO:0051289
b2154	GO:0052689
b2155	GO:0009279
b2155	GO:0015343
b2155	GO:0015344
b2155	GO:0016021
b2155	GO:0031230
b2155	GO:0042912
b2155	GO:0044718
b2155	GO:0055072
b2156	GO:0003333
b2156	GO:0005886
b2156	GO:0005887
b2156	GO:0008134
b2156	GO:0015171
b2156	GO:0015189
b2156	GO:0016021
b2156	GO:0042802
b2156	GO:0043200
b2156	GO:0051090
b2156	GO:0097639
b2157	GO:0000976
b2157	GO:0003700
b2157	GO:0006351
b2157	GO:0006355
b2158	GO:0005886
b2158	GO:0016021
b2159	GO:0000726
b2159	GO:0003677
b2159	GO:0003906
b2159	GO:0004519
b2159	GO:0006284
b2159	GO:0008081
b2159	GO:0008270
b2159	GO:0008833
b2160	GO:0016301
b2160	GO:0016773
b2161	GO:0005337
b2161	GO:0005886
b2161	GO:0005887
b2161	GO:0015293
b2161	GO:1901642
b2162	GO:0005509
b2162	GO:0005829
b2162	GO:0006152
b2162	GO:0006206
b2162	GO:0008477
b2162	GO:0042802
b2162	GO:0045437
b2162	GO:0046133
b2162	GO:0051289
b2163	GO:0003677
b2163	GO:0003700
b2163	GO:0005829
b2163	GO:0006351
b2163	GO:0046872
b2163	GO:0051539
b2164	GO:0005337
b2164	GO:0005886
b2164	GO:0005887
b2164	GO:0015293
b2164	GO:1901642
b2165	GO:0004730
b2165	GO:0016798
b2165	GO:0030145
b2165	GO:0032991
b2165	GO:0042802
b2165	GO:0046113
b2166	GO:0005524
b2166	GO:0050225
b2167	GO:0005351
b2167	GO:0005886
b2167	GO:0009401
b2167	GO:0016021
b2167	GO:0016301
b2167	GO:0022877
b2167	GO:0090563
b2167	GO:0090582
b2168	GO:0005524
b2168	GO:0005829
b2168	GO:0006001
b2168	GO:0008443
b2168	GO:0008662
b2169	GO:0005737
b2169	GO:0005886
b2169	GO:0009401
b2169	GO:0016301
b2169	GO:0019897
b2169	GO:0022877
b2169	GO:0032445
b2169	GO:0090563
b2170	GO:0005351
b2170	GO:0005886
b2170	GO:0007059
b2170	GO:0015767
b2170	GO:0016020
b2170	GO:0016021
b2170	GO:0034219
b2170	GO:0036448
b2170	GO:0055085
b2170	GO:1904659
b2171	GO:0003746
b2171	GO:0005737
b2171	GO:0005829
b2172	GO:0016616
b2172	GO:0019594
b2173	GO:0003924
b2173	GO:0005525
b2173	GO:0008270
b2174	GO:0005886
b2174	GO:0005887
b2174	GO:0009103
b2174	GO:0009245
b2174	GO:0016776
b2174	GO:0043165
b2174	GO:0050380
b2175	GO:0000270
b2175	GO:0004175
b2175	GO:0008234
b2175	GO:0009254
b2175	GO:0009279
b2175	GO:0045227
b2175	GO:0071555
b2176	GO:0005886
b2176	GO:0016021
b2176	GO:0071111
b2177	GO:0006857
b2177	GO:0015833
b2177	GO:0030288
b2177	GO:0042884
b2177	GO:0043190
b2177	GO:1904680
b2178	GO:0005886
b2178	GO:0016021
b2178	GO:0035672
b2178	GO:0042884
b2179	GO:0005886
b2179	GO:0016021
b2179	GO:0035672
b2179	GO:0042884
b2180	GO:0005524
b2180	GO:0005886
b2180	GO:0022857
b2180	GO:0035672
b2180	GO:0035673
b2180	GO:0042626
b2180	GO:0042884
b2180	GO:0055085
b2181	NA
b2182	GO:0005886
b2182	GO:0005887
b2182	GO:0015031
b2182	GO:0016021
b2182	GO:0033228
b2182	GO:0033229
b2182	GO:0035442
b2182	GO:0042910
b2182	GO:0046677
b2182	GO:0071916
b2182	GO:1990961
b2183	GO:0000455
b2183	GO:0003723
b2183	GO:0005829
b2183	GO:0009982
b2183	GO:0120159
b2184	GO:0003678
b2184	GO:0003697
b2184	GO:0005524
b2184	GO:0006302
b2184	GO:0006412
b2184	GO:0008270
b2184	GO:0010212
b2184	GO:0016887
b2184	GO:0042493
b2184	GO:0051301
b2185	GO:0000027
b2185	GO:0003735
b2185	GO:0005829
b2185	GO:0006412
b2185	GO:0008097
b2185	GO:0009314
b2185	GO:0017148
b2185	GO:0022625
b2186	GO:0003690
b2186	GO:0003727
b2186	GO:0005737
b2186	GO:0042802
b2186	GO:0043590
b2187	GO:0005829
b2188	GO:0005886
b2188	GO:0008484
b2188	GO:0016021
b2190	GO:0009279
b2190	GO:0016021
b2192	GO:0003677
b2192	GO:0004803
b2192	GO:0006313
b2193	GO:0000160
b2193	GO:0003677
b2193	GO:0005524
b2193	GO:0006355
b2193	GO:0042128
b2194	GO:0005886
b2194	GO:0015035
b2194	GO:0016021
b2194	GO:0017004
b2194	GO:0018378
b2194	GO:0031237
b2194	GO:0046872
b2195	GO:0015036
b2195	GO:0016021
b2195	GO:0017004
b2195	GO:0030288
b2195	GO:0031237
b2196	GO:0005886
b2196	GO:0005887
b2196	GO:0015232
b2196	GO:0018063
b2196	GO:0020037
b2197	GO:0015886
b2197	GO:0016021
b2197	GO:0018063
b2197	GO:0020037
b2197	GO:0031237
b2197	GO:0046872
b2198	GO:0015886
b2198	GO:0016021
b2198	GO:0017004
b2198	GO:0031235
b2199	GO:0005886
b2199	GO:0005887
b2199	GO:0015232
b2199	GO:0015886
b2199	GO:0017004
b2199	GO:0020037
b2200	GO:0005886
b2200	GO:0005887
b2200	GO:0015232
b2200	GO:0016887
b2200	GO:0017004
b2200	GO:0043190
b2201	GO:0005524
b2201	GO:0005886
b2201	GO:0015439
b2201	GO:0015886
b2201	GO:0016887
b2201	GO:0017004
b2201	GO:0031234
b2201	GO:0043190
b2202	GO:0005886
b2202	GO:0009055
b2202	GO:0009061
b2202	GO:0016021
b2202	GO:0019333
b2202	GO:0020037
b2202	GO:0046872
b2203	GO:0009061
b2203	GO:0042597
b2203	GO:0046872
b2204	GO:0005886
b2204	GO:0016020
b2204	GO:0016021
b2204	GO:0046872
b2204	GO:0051539
b2205	GO:0005886
b2205	GO:0042597
b2205	GO:0046872
b2205	GO:0051539
b2206	GO:0005506
b2206	GO:0006777
b2206	GO:0008940
b2206	GO:0009055
b2206	GO:0009061
b2206	GO:0030151
b2206	GO:0030288
b2206	GO:0042128
b2206	GO:0042597
b2206	GO:0043546
b2206	GO:0050140
b2206	GO:0051539
b2207	GO:0005048
b2207	GO:0005737
b2207	GO:0051224
b2208	GO:0005737
b2208	GO:0006979
b2208	GO:0046872
b2208	GO:0051539
b2209	GO:0004867
b2209	GO:0030288
b2210	GO:0005737
b2210	GO:0005829
b2210	GO:0006099
b2210	GO:0008924
b2210	GO:0009898
b2210	GO:0016491
b2210	GO:0050660
b2210	GO:0052589
b2211	GO:0005524
b2211	GO:0016021
b2211	GO:0042626
b2211	GO:0042884
b2211	GO:0043190
b2211	GO:0046677
b2211	GO:1904680
b2212	GO:0005737
b2212	GO:0006281
b2212	GO:0006307
b2212	GO:0008198
b2212	GO:0035513
b2212	GO:0035515
b2212	GO:0035516
b2212	GO:0035552
b2212	GO:0035553
b2212	GO:0042245
b2212	GO:0043734
b2212	GO:0051213
b2212	GO:0070989
b2212	GO:0080111
b2212	GO:0103053
b2213	GO:0003700
b2213	GO:0003908
b2213	GO:0006307
b2213	GO:0006974
b2213	GO:0008270
b2213	GO:0018125
b2213	GO:0043565
b2213	GO:0045892
b2213	GO:0045893
b2213	GO:0080111
b2214	GO:0016740
b2214	GO:0017013
b2214	GO:0030288
b2214	GO:0031237
b2214	GO:0046872
b2214	GO:0071949
b2215	GO:0001618
b2215	GO:0006974
b2215	GO:0009279
b2215	GO:0015288
b2215	GO:0015914
b2215	GO:0034220
b2215	GO:0045203
b2215	GO:0046813
b2215	GO:0046872
b2215	GO:0046930
b2216	GO:0000155
b2216	GO:0000160
b2216	GO:0005524
b2216	GO:0005886
b2216	GO:0005887
b2216	GO:0009927
b2216	GO:0016774
b2216	GO:0046777
b2217	GO:0000160
b2217	GO:0001216
b2217	GO:0001217
b2217	GO:0003677
b2217	GO:0005829
b2217	GO:0006351
b2217	GO:0031346
b2217	GO:0042802
b2217	GO:0044011
b2217	GO:0045892
b2217	GO:0045893
b2217	GO:0046677
b2218	GO:0000155
b2218	GO:0000160
b2218	GO:0005524
b2218	GO:0005886
b2218	GO:0005887
b2218	GO:0006355
b2218	GO:0044010
b2218	GO:0046777
b2218	GO:0071470
b2219	GO:0000155
b2219	GO:0005524
b2219	GO:0005886
b2219	GO:0006355
b2219	GO:0007165
b2219	GO:0016021
b2219	GO:0018106
b2219	GO:0046777
b2219	GO:1904583
b2220	GO:0000160
b2220	GO:0003700
b2220	GO:0005524
b2220	GO:0005737
b2220	GO:0008073
b2220	GO:0008134
b2220	GO:0010967
b2220	GO:0043565
b2220	GO:0045893
b2221	GO:0008410
b2221	GO:0008775
b2221	GO:0046459
b2222	GO:0008410
b2222	GO:0008775
b2222	GO:0046459
b2223	GO:0005886
b2223	GO:0016021
b2224	GO:0003985
b2224	GO:0005737
b2224	GO:0006635
b2224	GO:0032991
b2224	GO:0042802
b2224	GO:0043442
b2225	NA
b2226	NA
b2229	NA
b2230	GO:0005829
b2231	GO:0003677
b2231	GO:0003918
b2231	GO:0005524
b2231	GO:0005694
b2231	GO:0005737
b2231	GO:0005829
b2231	GO:0006261
b2231	GO:0006265
b2231	GO:0006351
b2231	GO:0008094
b2231	GO:0009330
b2231	GO:0016020
b2231	GO:0034335
b2231	GO:0042493
b2231	GO:0042802
b2231	GO:0046677
b2232	GO:0005829
b2232	GO:0006744
b2232	GO:0008425
b2232	GO:0008689
b2232	GO:0032259
