interpro
IPR000994
IPR001714
IPR002467
IPR001865
IPR005706
IPR018130
IPR023591
IPR036402
IPR001816
IPR014039
IPR018101
IPR009060
IPR011817
IPR015963
IPR002661
IPR023584
IPR036191
IPR003821
IPR013644
IPR013512
IPR026877
IPR036169
IPR001441
IPR018520
IPR036424
IPR000374
IPR041489
IPR004387
IPR008915
IPR000184
IPR010827
IPR039910
IPR023707
IPR005632
IPR024930
IPR007691
IPR020573
IPR013114
IPR010084
IPR029069
IPR029098
IPR037157
IPR010137
IPR003835
IPR022898
IPR001352
IPR024567
IPR011708
IPR041931
IPR040982
IPR029460
IPR004365
IPR004013
IPR003141
IPR016195
IPR004805
IPR001095
IPR011763
IPR005308
IPR011193
IPR000310
IPR008286
IPR036633
IPR029068
IPR004360
IPR037523
IPR037478
IPR012796
IPR011063
IPR012094
IPR012795
IPR015262
IPR009778
IPR038626
IPR023534
IPR011335
IPR009822
IPR038590
IPR000352
IPR007298
IPR033450
IPR038139
IPR043176
IPR038765
IPR024453
IPR002314
IPR006195
IPR004154
IPR036621
IPR002316
IPR004500
IPR023717
IPR044140
IPR033730
IPR036754
IPR007214
IPR023370
IPR041369
IPR023368
IPR040372
IPR036413
IPR036414
IPR030852
IPR004872
IPR026253
IPR012692
IPR017908
IPR041701
IPR018449
IPR036412
IPR006549
IPR023214
IPR004446
IPR006543
IPR020471
IPR018170
IPR023210
IPR036812
IPR036691
IPR005135
IPR022958
IPR013216
IPR018392
IPR036779
IPR000189
IPR008258
IPR035680
IPR032282
IPR017782
IPR001279
IPR036866
IPR026669
IPR002156
IPR022892
IPR006054
IPR006309
IPR013520
IPR003010
IPR036526
IPR001110
IPR036501
IPR014453
IPR015396
IPR035461
IPR004515
IPR001347
IPR017932
IPR029055
IPR026869
IPR005490
IPR038063
IPR007712
IPR035093
IPR004386
IPR013321
IPR026262
IPR007337
IPR000064
IPR002686
IPR036515
IPR042194
IPR042193
IPR042196
IPR025505
IPR001712
IPR006665
IPR036737
IPR036775
IPR017961
IPR022880
IPR024728
IPR043128
IPR001126
IPR036165
IPR020353
IPR016181
IPR000182
IPR036025
IPR017509
IPR002933
IPR011650
IPR001160
IPR023747
IPR029058
IPR043423
IPR010520
IPR009986
IPR038208
IPR033900
IPR023614
IPR001897
IPR001702
IPR013793
IPR041739
IPR001057
IPR011529
IPR005715
IPR019797
IPR002478
IPR015947
IPR036974
IPR016161
IPR016163
IPR016162
IPR015590
IPR020593
IPR012134
IPR000965
IPR009610
IPR009320
IPR038025
IPR037518
IPR025657
IPR001405
IPR020891
IPR004914
IPR042297
IPR009253
IPR038612
IPR026325
IPR006073
IPR002514
IPR001584
IPR025246
IPR001598
IPR000477
IPR008490
IPR017226
IPR003726
IPR036589
IPR015853
IPR030287
IPR008995
IPR013611
IPR002220
IPR020625
IPR020624
IPR017798
IPR042096
IPR000581
IPR020558
IPR037237
IPR039672
IPR001927
IPR018043
IPR013320
IPR041542
IPR006710
IPR023296
IPR029016
IPR014757
IPR005471
IPR006132
IPR006130
IPR036901
IPR006131
IPR002292
IPR024904
IPR036162
IPR011517
IPR016513
IPR044068
IPR011010
IPR013762
IPR002104
IPR038488
IPR025166
IPR010998
IPR003777
IPR027051
IPR000674
IPR036856
IPR008274
IPR037165
IPR005107
IPR036683
IPR016166
IPR036318
IPR016169
IPR002346
IPR002888
IPR036884
IPR036010
IPR001041
IPR006058
IPR012675
IPR009898
IPR005358
IPR008969
IPR031917
IPR032636
IPR040695
IPR016514
IPR038478
IPR016032
IPR000792
IPR034704
IPR002150
IPR027493
IPR042105
IPR024519
IPR038177
IPR003535
IPR025948
IPR038965
IPR011256
IPR016865
IPR007339
IPR025543
IPR010854
IPR036275
IPR032783
IPR011051
IPR004017
IPR004452
IPR024569
IPR017896
IPR017900
IPR024185
IPR009051
IPR003741
IPR037171
IPR011533
IPR027424
IPR012132
IPR000172
IPR007867
IPR016160
IPR029510
IPR011264
IPR039538
IPR023772
IPR001647
IPR036271
IPR017757
IPR001633
IPR035919
IPR009476
IPR002110
IPR020683
IPR036770
IPR021530
IPR003781
IPR005811
IPR016102
IPR009499
IPR024033
IPR003964
IPR013108
IPR011059
IPR032466
IPR013149
IPR013154
IPR002328
IPR029752
IPR011032
IPR020843
IPR004778
IPR001123
IPR002197
IPR012704
IPR010524
IPR002078
IPR025943
IPR025944
IPR039556
IPR018523
IPR012695
IPR011278
IPR016142
IPR016143
IPR002020
IPR019810
IPR024176
IPR036969
IPR012705
IPR036148
IPR042183
IPR042188
IPR005656
IPR032387
IPR012694
IPR030191
IPR001248
IPR038271
IPR037403
IPR008076
IPR003712
IPR036581
IPR004747
IPR039369
IPR024688
IPR000576
IPR018457
IPR004199
IPR036156
IPR011013
IPR008979
IPR014718
IPR006101
IPR023232
IPR023933
IPR006103
IPR023230
IPR006102
IPR006104
IPR017853
IPR032312
IPR023786
IPR023789
IPR004183
IPR000073
IPR000639
IPR023791
IPR011234
IPR036663
IPR023793
IPR003361
IPR015426
IPR000534
IPR017629
IPR012425
IPR035685
IPR005829
IPR018636
IPR000801
IPR014186
IPR014183
IPR003735
IPR038390
IPR030887
IPR016504
IPR001173
IPR029044
IPR003737
IPR024078
IPR007210
IPR010068
IPR001638
IPR015859
IPR042098
IPR003819
IPR001731
IPR030656
IPR018490
IPR041687
IPR034719
IPR001466
IPR036640
IPR009248
IPR011673
IPR020513
IPR020490
IPR019732
IPR001952
IPR018299
IPR017850
IPR011690
IPR000160
IPR007894
IPR029787
IPR008927
IPR028939
IPR029036
IPR000304
IPR003791
IPR031322
IPR000623
IPR027544
IPR023000
IPR032303
IPR038462
IPR010843
IPR009664
IPR014710
IPR024497
IPR007476
IPR000600
IPR038729
IPR004592
IPR041796
IPR004593
IPR026843
IPR011006
IPR001867
IPR011879
IPR001789
IPR039420
IPR003594
IPR036890
IPR005467
IPR003661
IPR036097
IPR000014
IPR035965
IPR013767
IPR021766
IPR004358
IPR014310
IPR004685
IPR006047
IPR004185
IPR013780
IPR014756
IPR017069
IPR007431
IPR023491
IPR003699
IPR042118
IPR042119
IPR036100
IPR004803
IPR036511
IPR002616
IPR003849
IPR005791
IPR027398
IPR022813
IPR022645
IPR022646
IPR005665
IPR002711
IPR003615
IPR003055
IPR018013
IPR036777
IPR021658
IPR037125
IPR005144
IPR003796
IPR016192
IPR002125
IPR016193
IPR004794
IPR011549
IPR002734
IPR034964
IPR002180
IPR036467
IPR035926
IPR011605
IPR006027
IPR010918
IPR036676
IPR016188
IPR036921
IPR006283
IPR026037
IPR036681
IPR007686
IPR005477
IPR005475
IPR020826
IPR033248
IPR008949
IPR000092
IPR033749
IPR003761
IPR037004
IPR001763
IPR036873
IPR026340
IPR020536
IPR004114
IPR003720
IPR006287
IPR002818
IPR013328
IPR003710
IPR013752
IPR013332
IPR007551
IPR035571
IPR035570
IPR036183
IPR006369
IPR000537
IPR030470
IPR005171
IPR014210
IPR024791
IPR000298
IPR035973
IPR013833
IPR014206
IPR033946
IPR023616
IPR036927
IPR000883
IPR023615
IPR014207
IPR002429
IPR010514
IPR034227
IPR011759
IPR036257
IPR006333
IPR004752
IPR012640
IPR005619
IPR002634
IPR036065
IPR005215
IPR008880
IPR037041
IPR008881
IPR036611
IPR001907
IPR023562
IPR033135
IPR018215
IPR003959
IPR019489
IPR004487
IPR010603
IPR038366
IPR027543
IPR004815
IPR008269
IPR027065
IPR003111
IPR008268
IPR000119
IPR020816
IPR010992
IPR004509
IPR003583
IPR010994
IPR006684
IPR018317
IPR000150
IPR006379
IPR023938
IPR011991
IPR000485
IPR011008
IPR019888
IPR019887
IPR019885
IPR011527
IPR039421
IPR002187
IPR011322
IPR015867
IPR017918
IPR002332
IPR029020
IPR001905
IPR018047
IPR024041
IPR003703
IPR039366
IPR014048
IPR036217
IPR009874
IPR024744
IPR019713
IPR007985
IPR036666
IPR019693
IPR027463
IPR001036
IPR004764
IPR043602
IPR032317
IPR006143
IPR013572
IPR023298
IPR010920
IPR006685
IPR011066
IPR006686
IPR011014
IPR023408
IPR025692
IPR024393
IPR019630
IPR038338
IPR010890
IPR007401
IPR005764
IPR001270
IPR008921
IPR022001
IPR022754
IPR012763
IPR021029
IPR038249
IPR036894
IPR004401
IPR000093
IPR023627
IPR023628
IPR015967
IPR006171
IPR034137
IPR019805
IPR037196
IPR001404
IPR020575
IPR006259
IPR000850
IPR033690
IPR007862
IPR001015
IPR019772
IPR033644
IPR033659
IPR013094
IPR023508
IPR002168
IPR033140
IPR002173
IPR011611
IPR029056
IPR008334
IPR036907
IPR006146
IPR006179
IPR004369
IPR002816
IPR001387
IPR013430
IPR023299
IPR018303
IPR008250
IPR017969
IPR006121
IPR036163
IPR027256
IPR001757
IPR044492
IPR015868
IPR002293
IPR011789
IPR009061
IPR000551
IPR002810
IPR001107
IPR036013
IPR018080
IPR032435
IPR001972
IPR005670
IPR005226
IPR036249
IPR013766
IPR011990
IPR020904
IPR002347
IPR008265
IPR013830
IPR036514
IPR038766
IPR025479
IPR001826
IPR022385
IPR031325
IPR006530
IPR028921
IPR017582
IPR007247
IPR023525
IPR024060
IPR006397
IPR017643
IPR026040
IPR036237
IPR013022
IPR002204
IPR006115
IPR015815
IPR029154
IPR006398
IPR012681
IPR017593
IPR006680
IPR006043
IPR018193
IPR004381
IPR018197
IPR036129
IPR013096
IPR017627
IPR008579
IPR044697
IPR044704
IPR017591
IPR010158
IPR036264
IPR043144
IPR043143
IPR036111
IPR003767
IPR017590
IPR003135
IPR005875
IPR040686
IPR011054
IPR033747
IPR000031
IPR024694
IPR035893
IPR024654
IPR043461
IPR010138
IPR029000
IPR024936
IPR020892
IPR002130
IPR044665
IPR015803
IPR015273
IPR024909
IPR032678
IPR007404
IPR002942
IPR036986
IPR000672
IPR020630
IPR020867
IPR020631
IPR011604
IPR000390
IPR038109
IPR011109
IPR006119
IPR025827
IPR008914
IPR036610
IPR005247
IPR036619
IPR010774
IPR016281
IPR008822
IPR036614
IPR010534
IPR007054
IPR034690
IPR002196
IPR043688
IPR004929
IPR010438
IPR009833
IPR036696
IPR010906
IPR003458
IPR013217
IPR016584
IPR020080
IPR020079
IPR000036
IPR027849
IPR025137
IPR013026
IPR019734
IPR037257
IPR006290
IPR003660
IPR006291
IPR003423
IPR010131
IPR021647
IPR042230
IPR004763
IPR030192
IPR033878
IPR029479
IPR000415
IPR007351
IPR038056
IPR010590
IPR006336
IPR014746
IPR011793
IPR008278
IPR037143
IPR041354
IPR003542
IPR039426
IPR021764
IPR010071
IPR036736
IPR001242
IPR020806
IPR020802
IPR009081
IPR006162
IPR001031
IPR003856
IPR023722
IPR010290
IPR005801
IPR015890
IPR004561
IPR011963
IPR016291
IPR000868
IPR036380
IPR003560
IPR003736
IPR026576
IPR006683
IPR025299
IPR003706
IPR001670
IPR018211
IPR016205
IPR004839
IPR003115
IPR036086
IPR021845
IPR002500
IPR033954
IPR009094
IPR012336
IPR017559
IPR000866
IPR024706
IPR019479
IPR044141
IPR044142
IPR012081
IPR002109
IPR008255
IPR006015
IPR006016
IPR027399
IPR036953
IPR028625
IPR029462
IPR001437
IPR023459
IPR001568
IPR036430
IPR018188
IPR033130
IPR039378
IPR030676
IPR001898
IPR002736
IPR017551
IPR005551
IPR006472
IPR005000
IPR011206
IPR006475
IPR006495
IPR023439
IPR005216
IPR013166
IPR033463
IPR029151
IPR016120
IPR039506
IPR024187
IPR028141
IPR004669
IPR018385
IPR011250
IPR009746
IPR012156
IPR011129
IPR019844
IPR002059
IPR012340
IPR003691
IPR003369
IPR006312
IPR024905
IPR006638
IPR031691
IPR003698
IPR007197
IPR004143
IPR000544
IPR020605
IPR007454
IPR027471
IPR015956
IPR018044
IPR012907
IPR037167
IPR001967
IPR034718
IPR009009
IPR036908
IPR012997
IPR007730
IPR036680
IPR011923
IPR017790
IPR029028
IPR003742
IPR029026
IPR004394
IPR013078
IPR029033
IPR001345
IPR017578
IPR005248
IPR032780
IPR010372
IPR005790
IPR007485
IPR002302
IPR025709
IPR009912
IPR006597
IPR009677
IPR042030
IPR022975
IPR030679
IPR010065
IPR043429
IPR030205
IPR030202
IPR004563
IPR000644
IPR005170
IPR023091
IPR002036
IPR020549
IPR003714
IPR005839
IPR020612
IPR013848
IPR038135
IPR006463
IPR023404
IPR002792
IPR018168
IPR010971
IPR006426
IPR001962
IPR033738
IPR006357
IPR000835
IPR003764
IPR006148
IPR004547
IPR018321
IPR011055
IPR036878
IPR018113
IPR001127
IPR003352
IPR013013
IPR001996
IPR010974
IPR004514
IPR022861
IPR020059
IPR020061
IPR020056
IPR011035
IPR005318
IPR025727
IPR002481
IPR043135
IPR008254
IPR001226
IPR010086
IPR002145
IPR010985
IPR005621
IPR026577
IPR036835
IPR033761
IPR005844
IPR016055
IPR005845
IPR005846
IPR005843
IPR036900
IPR016066
IPR005852
IPR021239
IPR004754
IPR027566
IPR027568
IPR027464
IPR003018
IPR038318
IPR025201
IPR003852
IPR003820
IPR006391
IPR004623
IPR019663
IPR032806
IPR013560
IPR036134
IPR036155
IPR005101
IPR002081
IPR018394
IPR006050
IPR023777
IPR005279
IPR000109
IPR018456
IPR002678
IPR036069
IPR003833
IPR010016
IPR003778
IPR005501
IPR015886
IPR015887
IPR044091
IPR023713
IPR012319
IPR035937
IPR010979
IPR000214
IPR017516
IPR007820
IPR010953
IPR034804
IPR018495
IPR014314
IPR000701
IPR014312
IPR003953
IPR003952
IPR037099
IPR015939
IPR027477
IPR011281
IPR014006
IPR004489
IPR025192
IPR032106
IPR011603
IPR001017
IPR031717
IPR042179
IPR006255
IPR013650
IPR017866
IPR005809
IPR017440
IPR033847
IPR005810
IPR028978
IPR011663
IPR016152
IPR002178
IPR036095
IPR013011
IPR003501
IPR013014
IPR004715
IPR003353
IPR006327
IPR011682
IPR015341
IPR037094
IPR000602
IPR027291
IPR028995
IPR002585
IPR003317
IPR011846
IPR008272
IPR014166
IPR002898
IPR014163
IPR003400
IPR014168
IPR014161
IPR011042
IPR011659
IPR014167
IPR007195
IPR036752
IPR006664
IPR006690
IPR039001
IPR014169
IPR034706
IPR014162
IPR032519
IPR003473
IPR036094
IPR023513
IPR006419
IPR002524
IPR036837
IPR027469
IPR023500
IPR020363
IPR006218
IPR006219
IPR005952
IPR018052
IPR013458
IPR015443
IPR008183
IPR000705
IPR022963
IPR019741
IPR019539
IPR006206
IPR001937
IPR019779
IPR005850
IPR005849
IPR036265
IPR016040
IPR005886
IPR016462
IPR003725
IPR004606
IPR005116
IPR019702
IPR005950
IPR011867
IPR015852
IPR011868
IPR022528
IPR019405
IPR011045
IPR015943
IPR007400
IPR012334
IPR011050
IPR033131
IPR000070
IPR005815
IPR010722
IPR002684
IPR024177
IPR001917
IPR004723
IPR022834
IPR011814
IPR004472
IPR006935
IPR001943
IPR036876
IPR004807
IPR041471
IPR024759
IPR002882
IPR010119
IPR038136
IPR013483
IPR000385
IPR010505
IPR012245
IPR013484
IPR023045
IPR036522
IPR002820
IPR044672
IPR016155
IPR003749
IPR036563
IPR003448
IPR006214
IPR022791
IPR030872
IPR025202
IPR001736
IPR021303
IPR022936
IPR015292
IPR028622
IPR000629
IPR014014
IPR012816
IPR037238
IPR006555
IPR010614
IPR039000
IPR014013
IPR006554
IPR017459
IPR036320
IPR035902
IPR005123
IPR041097
IPR023550
IPR006620
IPR030148
IPR010286
IPR016909
IPR001320
IPR044132
IPR018313
IPR002177
IPR023188
IPR023067
IPR012347
IPR009078
IPR008331
IPR000620
IPR000758
IPR027385
IPR040423
IPR000917
IPR001367
IPR036421
IPR022687
IPR022689
IPR004680
IPR041597
IPR032781
IPR010856
IPR027443
IPR019777
IPR001150
IPR010098
IPR004184
IPR034457
IPR012839
IPR034465
IPR001989
IPR023001
IPR004731
IPR033919
IPR012730
IPR000594
IPR035985
IPR038987
IPR005111
IPR036688
IPR005110
IPR036135
IPR000246
IPR013563
IPR030678
IPR023765
IPR025966
IPR033418
IPR033422
IPR005840
IPR041582
IPR020359
IPR012938
IPR011041
IPR010987
IPR036282
IPR004045
IPR004046
IPR014036
IPR001034
IPR018356
IPR036938
IPR000326
IPR033879
IPR006037
IPR036721
IPR023017
IPR006512
IPR020368
IPR011767
IPR014025
IPR011902
IPR010815
IPR016446
IPR013651
IPR023533
IPR041107
IPR004666
IPR019660
IPR006059
IPR001188
IPR005893
IPR019703
IPR011825
IPR030390
IPR030391
IPR010280
IPR005768
IPR024289
IPR002765
IPR035439
IPR036365
IPR036366
IPR001509
IPR021295
IPR001597
IPR023603
IPR044261
IPR008333
IPR017927
IPR039261
IPR001433
IPR000951
IPR017938
IPR004137
IPR010048
IPR016099
IPR011254
IPR016100
IPR005642
IPR023271
IPR034294
IPR023743
IPR000425
IPR022357
IPR022602
IPR034139
IPR007488
IPR030190
IPR003838
IPR017911
IPR025857
IPR012751
IPR022935
IPR003769
IPR014719
IPR036628
IPR004176
IPR013461
IPR018368
IPR028299
IPR041546
IPR006196
IPR022967
IPR004368
IPR004616
IPR042203
IPR014223
IPR014216
IPR005982
IPR025199
IPR041027
IPR002543
IPR018541
IPR029046
IPR004564
IPR018323
IPR032423
IPR021886
IPR002317
IPR015866
IPR042103
IPR033729
IPR010978
IPR011888
IPR006657
IPR006656
IPR006963
IPR006655
IPR027467
IPR019546
IPR014297
IPR007059
IPR023745
IPR012838
IPR005949
IPR000292
IPR024002
IPR023999
IPR003776
IPR041080
IPR007353
IPR023090
IPR000192
IPR020578
IPR022278
IPR001986
IPR036968
IPR006264
IPR023193
IPR013792
IPR001915
IPR003136
IPR011994
IPR035104
IPR000110
IPR003029
IPR005685
IPR035681
IPR004477
IPR004797
IPR011917
IPR003758
IPR009351
IPR005651
IPR003329
IPR004528
IPR002575
IPR011009
IPR003848
IPR033664
IPR025714
IPR005582
IPR033441
IPR038198
IPR033440
IPR036141
IPR033439
IPR042037
IPR042038
IPR007385
IPR012090
IPR032520
IPR042501
IPR007406
IPR002477
IPR010275
IPR009045
IPR000796
IPR004838
IPR004364
IPR004522
IPR002312
IPR041525
IPR040727
IPR006406
IPR007229
IPR042097
IPR038438
IPR001930
IPR014782
IPR012779
IPR024601
IPR037144
IPR035414
IPR027268
IPR017875
IPR019911
IPR011251
IPR036661
IPR010067
IPR015168
IPR005025
IPR020048
IPR005720
IPR012135
IPR005719
IPR001295
IPR009809
IPR005302
IPR005303
IPR011037
IPR017244
IPR002052
IPR000241
IPR019614
IPR032524
IPR043686
IPR037118
IPR007498
IPR005219
IPR003399
IPR005586
IPR007040
IPR023200
IPR010083
IPR041699
IPR009390
IPR035375
IPR035087
IPR038339
IPR002368
IPR000498
IPR004596
IPR007077
IPR007076
IPR026256
IPR010019
IPR010020
IPR032692
IPR031308
IPR005185
IPR014017
IPR000212
IPR022161
IPR014016
IPR034739
IPR004363
IPR018148
IPR018635
IPR011722
IPR036623
IPR022866
IPR041532
IPR023542
IPR020456
IPR001792
IPR036046
IPR028627
IPR017968
IPR042072
IPR025526
IPR043163
IPR007453
IPR006213
IPR027394
IPR006137
IPR037148
IPR037024
IPR001821
IPR001501
IPR018194
IPR029014
IPR011577
IPR016174
IPR000516
IPR004419
IPR023430
IPR000671
IPR010893
IPR038527
IPR006894
IPR033379
IPR000560
IPR025669
IPR005702
IPR032807
IPR023485
IPR036196
IPR017867
IPR003715
IPR019554
IPR040716
IPR010344
IPR010425
IPR021308
IPR023373
IPR031853
IPR036641
IPR037952
IPR008207
IPR014302
IPR038188
IPR014301
IPR009154
IPR011031
IPR036280
IPR005126
IPR038266
IPR006658
IPR041954
IPR041460
IPR011887
IPR023069
IPR020945
IPR036386
IPR036411
IPR022835
IPR023859
IPR025600
IPR010089
IPR037513
IPR019918
IPR006042
IPR002563
IPR019917
IPR012349
IPR023936
IPR019913
IPR019897
IPR019898
IPR035959
IPR006175
IPR019916
IPR019914
IPR019915
IPR013573
IPR025703
IPR005933
IPR029041
IPR041349
IPR024090
IPR024089
IPR024082
IPR002872
IPR038377
IPR011851
IPR001734
IPR018212
IPR028096
IPR018976
IPR034981
IPR038352
IPR006314
IPR006313
IPR023829
IPR023853
IPR023854
IPR032772
IPR023870
IPR033424
IPR001227
IPR016035
IPR029753
IPR006140
IPR023514
IPR023710
IPR026269
IPR005534
IPR018893
IPR018900
IPR009742
IPR014491
IPR002589
IPR043472
IPR024900
IPR030871
IPR002656
IPR023723
IPR014438
IPR007444
IPR023704
IPR023725
IPR010780
IPR025729
IPR023692
IPR001958
IPR004960
IPR011920
IPR022111
IPR020936
IPR040503
IPR007372
IPR036761
IPR023480
IPR024494
IPR006076
IPR023493
IPR025730
IPR036687
IPR010391
IPR004721
IPR002195
IPR010835
IPR007494
IPR011901
IPR022855
IPR007432
IPR000683
IPR004268
IPR007809
IPR036679
IPR035890
IPR007412
IPR031316
IPR017585
IPR039246
IPR013974
IPR001444
IPR019776
IPR006300
IPR010930
IPR006299
IPR005648
IPR025965
IPR025963
IPR011491
IPR037058
IPR020013
IPR037925
IPR012834
IPR000527
IPR001782
IPR019301
IPR013377
IPR002901
IPR002371
IPR013384
IPR001029
IPR021968
IPR019307
