organism,id1,id2,coexpression
511145,b0514,b3700,53
511145,b0514,b0732,99
511145,b0514,b2788,110
511145,b0514,b4167,158
511145,b0514,b0518,66
511145,b0514,b3553,52
511145,b0515,b1774,167
511145,b0515,b2888,57
511145,b0515,b3616,167
511145,b0515,b1970,127
511145,b0515,b0516,56
511145,b0515,b0767,172
511145,b0516,b1263,56
511145,b0516,b3447,54
511145,b0516,b2411,122
511145,b0516,b0526,56
511145,b0516,b1096,56
511145,b0516,b0774,54
511145,b0516,b1207,59
511145,b0516,b2942,56
511145,b0516,b1011,56
511145,b0516,b3236,59
511145,b0516,b3350,57
511145,b0516,b2048,56
511145,b0516,b0993,56
511145,b0516,b2507,58
511145,b0516,b0674,56
511145,b0516,b3289,56
511145,b0516,b2147,57
511145,b0516,b0932,57
511145,b0516,b1338,44
511145,b0516,b3873,56
511145,b0516,b0801,243
511145,b0516,b2195,58
511145,b0516,b1494,57
511145,b0516,b1559,54
511145,b0516,b3729,58
511145,b0516,b2153,58
511145,b0516,b1778,56
511145,b0516,b3256,166
511145,b0516,b1014,54
511145,b0516,b2370,56
511145,b0516,b2463,59
511145,b0516,b3575,126
511145,b0516,b3770,56
511145,b0516,b2385,58
511145,b0516,b4069,54
511145,b0516,b3962,54
511145,b0516,b3847,58
511145,b0516,b2162,56
511145,b0516,b1970,57
511145,b0516,b1852,72
511145,b0516,b4248,43
511145,b0516,b2324,57
511145,b0516,b0518,108
511145,b0516,b0517,283
511145,b0516,b2888,42
511145,b0516,b3376,57
511145,b0516,b0945,57
511145,b0516,b3176,56
511145,b0516,b1262,53
511145,b0516,b2838,53
511145,b0516,b2883,56
511145,b0516,b2208,53
511145,b0516,b2908,58
511145,b0516,b2551,57
511145,b0517,b0518,98
511145,b0517,b1206,154
511145,b0517,b3957,59
511145,b0517,b2584,53
511145,b0517,b2774,53
511145,b0517,b3883,57
511145,b0517,b3929,108
511145,b0517,b2239,166
511145,b0517,b2271,105
511145,b0517,b0613,170
511145,b0517,b0520,68
511145,b0517,b2775,94
511145,b0517,b4148,74
511145,b0518,b1494,425
511145,b0518,b3980,441
511145,b0518,b1907,258
511145,b0518,b4572,56
511145,b0518,b3116,258
511145,b0518,b1315,56
511145,b0518,b3212,60
511145,b0518,b4153,386
511145,b0518,b3152,253
511145,b0518,b2281,58
511145,b0518,b3608,73
511145,b0518,b3774,202
511145,b0518,b3845,105
511145,b0518,b2796,258
511145,b0518,b0637,246
511145,b0518,b2767,110
511145,b0518,b2905,106
511145,b0518,b3303,249
511145,b0518,b1136,121
511145,b0518,b2720,58
511145,b0518,b3883,110
511145,b0518,b2891,110
511145,b0518,b4187,57
511145,b0518,b2584,60
511145,b0518,b3539,258
511145,b0518,b2185,57
511145,b0518,b2708,56
511145,b0518,b0888,129
511145,b0518,b2296,121
511145,b0518,b0893,247
511145,b0518,b3414,80
511145,b0518,b2171,57
511145,b0518,b4147,57
511145,b0518,b3321,162
511145,b0518,b3161,258
511145,b0518,b2525,58
511145,b0518,b1967,240
511145,b0518,b3916,78
511145,b0518,b2926,375
511145,b0518,b4025,73
511145,b0518,b2323,105
511145,b0518,b2224,105
511145,b0518,b2779,370
511145,b0518,b0605,157
511145,b0518,b2019,172
511145,b0518,b3168,57
511145,b0518,b2569,59
511145,b0518,b4143,107
511145,b0518,b3339,441
511145,b0518,b3984,234
511145,b0518,b3236,438
511145,b0518,b1241,56
511145,b0518,b2920,59
511145,b0518,b2342,105
511145,b0518,b1207,146
511145,b0518,b3732,475
511145,b0518,b2241,390
511145,b0518,b1779,109
511145,b0518,b4381,60
511145,b0518,b2297,58
511145,b0518,b2609,135
511145,b0518,b0869,253
511145,b0518,b4122,77
511145,b0518,b2147,443
511145,b0518,b1611,500
511145,b0518,b2614,153
511145,b0518,b3956,59
511145,b0518,b3320,153
511145,b0518,b3735,491
511145,b0518,b0773,155
511145,b0518,b1095,105
511145,b0518,b3737,248
511145,b0518,b0907,73
511145,b0518,b3709,258
511145,b0518,b3030,57
511145,b0518,b3997,98
511145,b0518,b3115,121
511145,b0518,b1800,333
511145,b0518,b0724,386
511145,b0518,b2287,444
511145,b0518,b2769,246
511145,b0518,b2917,57
511145,b0518,b2606,239
511145,b0518,b0993,57
511145,b0518,b3308,203
511145,b0518,b1698,246
511145,b0518,b3294,239
511145,b0518,b2507,99
511145,b0518,b2919,100
511145,b0518,b2518,121
511145,b0518,b2508,104
511145,b0518,b2285,437
511145,b0518,b2947,137
511145,b0518,b2727,282
511145,b0518,b3317,166
511145,b0518,b3186,151
511145,b0518,b3500,141
511145,b0518,b1397,105
511145,b0518,b2218,57
511145,b0518,b3341,121
511145,b0518,b2222,57
511145,b0518,b1378,159
511145,b0518,b3926,73
511145,b0518,b3309,154
511145,b0518,b3403,110
511145,b0518,b0721,445
511145,b0518,b3110,258
511145,b0518,b3846,129
511145,b0518,b3426,390
511145,b0518,b3527,425
511145,b0518,b4142,241
511145,b0518,b3986,288
511145,b0518,b1092,86
511145,b0518,b1310,90
511145,b0518,b3908,210
511145,b0518,b3705,399
511145,b0518,b2774,56
511145,b0518,b0720,292
511145,b0518,b3307,274
511145,b0518,b1313,93
511145,b0518,b2845,258
511145,b0518,b3319,240
511145,b0518,b2022,178
511145,b0518,b0852,137
511145,b0518,b1656,210
511145,b0518,b1697,250
511145,b0518,b2551,273
511145,b0518,b1761,190
511145,b0518,b3932,76
511145,b0518,b4154,234
511145,b0518,b3919,133
511145,b0518,b2927,109
511145,b0518,b1700,110
511145,b0518,b0911,110
511145,b0518,b3231,206
511145,b0518,b2114,102
511145,b0518,b1646,119
511145,b0518,b2890,106
511145,b0518,b1854,103
511145,b0518,b2277,58
511145,b0518,b0545,155
511145,b0518,b2844,105
511145,b0518,b4481,73
511145,b0518,b1015,167
511145,b0518,b2870,58
511145,b0518,b3424,440
511145,b0518,b3197,56
511145,b0518,b3734,496
511145,b0518,b2836,58
511145,b0518,b2488,58
511145,b0518,b4211,253
511145,b0518,b3062,77
511145,b0518,b3185,318
511145,b0518,b2514,169
511145,b0518,b3165,160
511145,b0518,b2284,249
511145,b0518,b3153,240
511145,b0518,b3340,135
511145,b0518,b3985,160
511145,b0518,b2463,58
511145,b0518,b1676,103
511145,b0518,b2370,57
511145,b0518,b1276,168
511145,b0518,b2770,250
511145,b0518,b3962,141
511145,b0518,b0688,254
511145,b0518,b1393,100
511145,b0518,b0771,168
511145,b0518,b1394,100
511145,b0518,b1612,77
511145,b0518,b0723,234
511145,b0518,b1387,72
511145,b0518,b1094,300
511145,b0518,b4226,192
511145,b0518,b0520,87
511145,b0518,b2286,963
511145,b0518,b2341,129
511145,b0518,b3731,628
511145,b0518,b0529,131
511145,b0518,b3733,646
511145,b0518,b2283,436
511145,b0520,b2072,91
511145,b0520,b2985,58
511145,b0520,b0942,85
511145,b0520,b3393,98
511145,b0520,b2984,58
511145,b0520,b3896,56
511145,b0520,b2986,58
511145,b0520,b2408,55
511145,b0520,b0521,56
511145,b0520,b4082,94
511145,b0520,b2874,56
511145,b0520,b1963,54
511145,b0520,b3906,85
511145,b0520,b0550,85
511145,b0520,b4572,58
511145,b0520,b2044,85
511145,b0521,b4115,54
511145,b0521,b2870,145
511145,b0521,b3237,133
511145,b0521,b2298,110
511145,b0521,b4254,169
511145,b0521,b1605,57
511145,b0521,b2297,62
511145,b0522,b1062,226
511145,b0522,b3652,73
511145,b0522,b3030,59
511145,b0522,b1118,59
511145,b0522,b2507,176
511145,b0522,b4258,242
511145,b0522,b2557,887
511145,b0522,b2147,55
511145,b0522,b4005,279
511145,b0522,b0932,58
511145,b0522,b4177,72
511145,b0522,b4371,57
511145,b0522,b2021,57
511145,b0522,b2312,753
511145,b0522,b4064,300
511145,b0522,b0526,122
511145,b0522,b1866,121
511145,b0522,b1849,557
511145,b0522,b3792,57
511145,b0522,b1207,98
511145,b0522,b4006,795
511145,b0522,b3084,55
511145,b0522,b2500,611
511145,b0522,b0727,56
511145,b0522,b1832,56
511145,b0522,b2954,56
511145,b0522,b2200,56
511145,b0522,b2935,59
511145,b0522,b2065,56
511145,b0522,b3635,58
511145,b0522,b1131,312
511145,b0522,b3993,56
511145,b0522,b2584,59
511145,b0522,b2708,57
511145,b0522,b1281,74
511145,b0522,b4245,59
511145,b0522,b2199,55
511145,b0522,b2502,57
511145,b0522,b3714,147
511145,b0522,b2020,56
511145,b0522,b3772,58
511145,b0522,b2905,58
511145,b0522,b2780,56
511145,b0522,b3863,75
511145,b0522,b2913,99
511145,b0522,b3642,56
511145,b0522,b0529,205
511145,b0522,b2313,550
511145,b0522,b1235,56
511145,b0522,b0523,811
511145,b0522,b3385,58
511145,b0522,b3962,55
511145,b0522,b2024,98
511145,b0522,b2960,109
511145,b0522,b2514,117
511145,b0522,b2533,56
511145,b0522,b3671,55
511145,b0522,b3699,57
511145,b0522,b3282,56
511145,b0522,b2465,59
511145,b0522,b3734,56
511145,b0522,b3197,57
511145,b0522,b3972,162
511145,b0522,b0917,59
511145,b0522,b3870,56
511145,b0522,b3620,58
511145,b0522,b2476,695
511145,b0522,b4261,58
511145,b0522,b4387,56
511145,b0522,b1663,58
511145,b0522,b0945,141
511145,b0522,b1855,59
511145,b0522,b3623,58
511145,b0522,b2022,57
511145,b0522,b2551,104
511145,b0522,b2319,59
511145,b0522,b2499,759
511145,b0522,b3654,356
511145,b0522,b3187,57
511145,b0522,b3433,57
511145,b0522,b0908,74
511145,b0522,b3177,58
511145,b0522,b2508,166
511145,b0522,b3500,55
511145,b0522,b3987,97
511145,b0523,b2507,144
511145,b0523,b3783,57
511145,b0523,b1400,57
511145,b0523,b1702,218
511145,b0523,b3386,57
511145,b0523,b2048,57
511145,b0523,b3030,110
511145,b0523,b3652,57
511145,b0523,b1062,400
511145,b0523,b0907,102
511145,b0523,b0931,109
511145,b0523,b4177,72
511145,b0523,b1611,59
511145,b0523,b1692,55
511145,b0523,b2147,57
511145,b0523,b3289,57
511145,b0523,b0932,58
511145,b0523,b4005,244
511145,b0523,b3497,59
511145,b0523,b2609,110
511145,b0523,b0948,161
511145,b0523,b2557,452
511145,b0523,b4006,774
511145,b0523,b1849,508
511145,b0523,b0526,60
511145,b0523,b1207,132
511145,b0523,b3792,57
511145,b0523,b4064,300
511145,b0523,b4085,57
511145,b0523,b1263,59
511145,b0523,b2312,740
511145,b0523,b3704,162
511145,b0523,b0909,100
511145,b0523,b3236,59
511145,b0523,b2600,52
511145,b0523,b2675,73
511145,b0523,b3250,164
511145,b0523,b2500,694
511145,b0523,b2676,98
511145,b0523,b2565,72
511145,b0523,b3017,57
511145,b0523,b3064,60
511145,b0523,b3183,59
511145,b0523,b2610,59
511145,b0523,b4245,57
511145,b0523,b3639,57
511145,b0523,b4301,57
511145,b0523,b3640,54
511145,b0523,b1281,102
511145,b0523,b2113,59
511145,b0523,b3993,59
511145,b0523,b3180,133
511145,b0523,b3299,58
511145,b0523,b1131,324
511145,b0523,b2905,58
511145,b0523,b3829,58
511145,b0523,b3281,56
511145,b0523,b2195,55
511145,b0523,b1835,57
511145,b0523,b3290,57
511145,b0523,b3701,58
511145,b0523,b1132,200
511145,b0523,b3947,106
511145,b0523,b2383,106
511145,b0523,b1983,59
511145,b0523,b1592,72
511145,b0523,b4388,56
511145,b0523,b3634,42
511145,b0523,b1235,57
511145,b0523,b0529,228
511145,b0523,b2313,575
511145,b0523,b1658,125
511145,b0523,b3642,55
511145,b0523,b2235,105
511145,b0523,b2936,100
511145,b0523,b1211,121
511145,b0523,b3699,73
511145,b0523,b2234,73
511145,b0523,b4506,58
511145,b0523,b1363,57
511145,b0523,b2599,57
511145,b0523,b2533,57
511145,b0523,b1603,58
511145,b0523,b0570,56
511145,b0523,b1133,152
511145,b0523,b2532,161
511145,b0523,b0710,73
511145,b0523,b1829,236
511145,b0523,b1262,61
511145,b0523,b0628,246
511145,b0523,b0945,214
511145,b0523,b3389,57
511145,b0523,b2476,551
511145,b0523,b2051,56
511145,b0523,b2081,56
511145,b0523,b1767,123
511145,b0523,b2499,793
511145,b0523,b3342,59
511145,b0523,b2551,131
511145,b0523,b2319,57
511145,b0523,b2022,57
511145,b0523,b3560,57
511145,b0523,b3177,57
511145,b0523,b3433,53
511145,b0523,b0642,275
511145,b0523,b3654,546
511145,b0523,b3187,55
511145,b0523,b1378,73
511145,b0523,b2951,57
511145,b0523,b2873,53
511145,b0523,b2103,54
511145,b0523,b2518,73
511145,b0523,b2508,142
511145,b0523,b3305,59
511145,b0524,b0889,55
511145,b0524,b3035,57
511145,b0524,b1694,166
511145,b0524,b2794,57
511145,b0524,b1089,56
511145,b0524,b1132,137
511145,b0524,b2333,170
511145,b0524,b2266,59
511145,b0524,b1212,100
511145,b0524,b4053,73
511145,b0524,b1185,57
511145,b0524,b0637,80
511145,b0524,b0635,98
511145,b0524,b3461,58
511145,b0524,b2611,57
511145,b0524,b2573,53
511145,b0524,b1652,81
511145,b0524,b0993,55
511145,b0524,b4210,56
511145,b0524,b0907,57
511145,b0524,b3704,167
511145,b0524,b3250,188
511145,b0524,b2962,122
511145,b0524,b3621,56
511145,b0524,b4175,56
511145,b0524,b2046,73
511145,b0524,b1426,161
511145,b0524,b3229,54
511145,b0524,b1855,56
511145,b0524,b2114,58
511145,b0524,b1523,75
511145,b0524,b1913,98
511145,b0524,b1713,58
511145,b0524,b0639,56
511145,b0524,b0742,137
511145,b0524,b3357,55
511145,b0524,b3187,57
511145,b0524,b3210,55
511145,b0524,b1086,74
511145,b0524,b4136,56
511145,b0524,b3620,56
511145,b0524,b1190,73
511145,b0524,b3363,57
511145,b0524,b2698,57
511145,b0524,b2836,59
511145,b0524,b4221,57
511145,b0524,b3412,57
511145,b0524,b2370,57
511145,b0524,b4114,58
511145,b0524,b0525,59
511145,b0524,b3296,56
511145,b0524,b1133,85
511145,b0524,b2232,57
511145,b0525,b1823,55
511145,b0525,b3073,42
511145,b0525,b1086,55
511145,b0525,b3865,54
511145,b0525,b1864,165
511145,b0525,b0919,56
511145,b0525,b0990,55
511145,b0525,b2269,58
511145,b0525,b0820,55
511145,b0525,b3081,56
511145,b0525,b0529,94
511145,b0525,b1552,55
511145,b0525,b4069,59
511145,b0525,b2414,72
511145,b0525,b0723,55
511145,b0525,b2480,225
511145,b0525,b2549,72
511145,b0525,b2711,56
511145,b0525,b1732,55
511145,b0525,b1094,157
511145,b0525,b4226,317
511145,b0525,b2829,85
511145,b0525,b1324,57
511145,b0525,b0949,55
511145,b0525,b3363,98
511145,b0525,b0728,58
511145,b0525,b0710,56
511145,b0525,b2465,42
511145,b0525,b4352,72
511145,b0525,b1024,72
511145,b0525,b1637,150
511145,b0525,b0884,114
511145,b0525,b3839,55
511145,b0525,b4219,56
511145,b0525,b2234,59
511145,b0525,b3770,58
511145,b0525,b3498,56
511145,b0525,b3296,155
511145,b0525,b2770,42
511145,b0525,b4375,53
511145,b0525,b0897,57
511145,b0525,b3165,161
511145,b0525,b1558,55
511145,b0525,b3340,141
511145,b0525,b3314,151
511145,b0525,b1014,58
511145,b0525,b3985,120
511145,b0525,b3080,55
511145,b0525,b3179,57
511145,b0525,b3318,60
511145,b0525,b1740,114
511145,b0525,b3056,59
511145,b0525,b2852,72
511145,b0525,b1656,57
511145,b0525,b1697,42
511145,b0525,b3342,166
511145,b0525,b2551,102
511145,b0525,b3065,125
511145,b0525,b2673,58
511145,b0525,b3636,150
511145,b0525,b3908,57
511145,b0525,b0729,72
511145,b0525,b3229,117
511145,b0525,b3941,54
511145,b0525,b3319,97
511145,b0525,b3176,57
511145,b0525,b4049,56
511145,b0525,b1646,73
511145,b0525,b2851,72
511145,b0525,b2803,57
511145,b0525,b3492,42
511145,b0525,b3464,53
511145,b0525,b0545,56
511145,b0525,b2838,56
511145,b0525,b4154,55
511145,b0525,b3919,130
511145,b0525,b2927,72
511145,b0525,b0911,136
511145,b0525,b3231,156
511145,b0525,b1768,57
511145,b0525,b2114,113
511145,b0525,b3556,55
511145,b0525,b3988,56
511145,b0525,b0849,58
511145,b0525,b3341,160
511145,b0525,b2231,99
511145,b0525,b2222,47
511145,b0525,b3987,56
511145,b0525,b1206,53
511145,b0525,b2951,110
511145,b0525,b1867,57
511145,b0525,b3649,56
511145,b0525,b3305,108
511145,b0525,b2518,112
511145,b0525,b3297,113
511145,b0525,b3178,54
511145,b0525,b1913,56
511145,b0525,b4180,56
511145,b0525,b0880,55
511145,b0525,b2947,86
511145,b0525,b3186,258
511145,b0525,b3359,42
511145,b0525,b3781,146
511145,b0525,b3357,146
511145,b0525,b4142,140
511145,b0525,b0930,178
511145,b0525,b3309,95
511145,b0525,b0644,56
511145,b0525,b3349,124
511145,b0525,b2069,72
511145,b0525,b1651,114
511145,b0525,b2592,109
511145,b0525,b1719,60
511145,b0525,b2614,58
511145,b0525,b3956,53
511145,b0525,b4177,103
511145,b0525,b3320,97
511145,b0525,b3735,72
511145,b0525,b1000,57
511145,b0525,b1804,75
511145,b0525,b0869,57
511145,b0525,b3648,56
511145,b0525,b0932,58
511145,b0525,b3651,56
511145,b0525,b4000,149
511145,b0525,b2581,56
511145,b0525,b3308,110
511145,b0525,b4258,58
511145,b0525,b3352,55
511145,b0525,b0773,56
511145,b0525,b2798,42
511145,b0525,b0989,55
511145,b0525,b2594,55
511145,b0525,b3983,73
511145,b0525,b4017,54
511145,b0525,b3606,56
511145,b0525,b1011,57
511145,b0525,b3339,214
511145,b0525,b3973,54
511145,b0525,b4391,55
511145,b0525,b2275,72
511145,b0525,b3236,103
511145,b0525,b0650,72
511145,b0525,b0605,123
511145,b0525,b1557,55
511145,b0525,b2675,59
511145,b0525,b0647,55
511145,b0525,b4143,58
511145,b0525,b2500,58
511145,b0525,b1207,56
511145,b0525,b1779,72
511145,b0525,b4381,53
511145,b0525,b0526,55
511145,b0525,b2478,148
511145,b0525,b0928,44
511145,b0525,b2942,58
511145,b0525,b3304,157
511145,b0525,b0680,201
511145,b0525,b4054,44
511145,b0525,b1233,56
511145,b0525,b0888,113
511145,b0525,b0623,55
511145,b0525,b2494,55
511145,b0525,b0636,50
511145,b0525,b3303,96
511145,b0525,b3635,53
511145,b0525,b2400,129
511145,b0525,b2620,57
511145,b0525,b0892,54
511145,b0525,b3316,75
511145,b0525,b3180,98
511145,b0525,b2542,56
511145,b0525,b0882,109
511145,b0525,b2584,58
511145,b0525,b2935,42
511145,b0525,b3637,184
511145,b0525,b3687,74
511145,b0525,b4025,58
511145,b0525,b2926,174
511145,b0525,b2526,72
511145,b0525,b2779,199
511145,b0525,b2954,57
511145,b0525,b2171,121
511145,b0525,b4147,170
511145,b0525,b3321,154
511145,b0525,b1089,98
511145,b0525,b1559,57
511145,b0525,b2791,55
511145,b0525,b3313,121
511145,b0525,b1210,54
511145,b0525,b2818,53
511145,b0525,b3701,56
511145,b0525,b3775,54
511145,b0525,b4059,90
511145,b0525,b1748,42
511145,b0525,b1983,165
511145,b0525,b2184,57
511145,b0525,b3980,198
511145,b0525,b1093,95
511145,b0525,b3871,88
511145,b0525,b4306,57
511145,b0525,b3610,92
511145,b0525,b2195,56
511145,b0525,b2528,56
511145,b0525,b3863,42
511145,b0525,b3836,124
511145,b0525,b3301,73
511145,b0525,b3686,74
511145,b0525,b3295,59
511145,b0525,b2961,58
511145,b0525,b3298,157
511145,b0525,b3530,72
511145,b0525,b3311,107
511145,b0526,b1120,58
511145,b0526,b3461,56
511145,b0526,b2592,106
511145,b0526,b1719,446
511145,b0526,b1692,89
511145,b0526,b4177,171
511145,b0526,b3320,110
511145,b0526,b0931,192
511145,b0526,b1000,75
511145,b0526,b2318,105
511145,b0526,b2614,81
511145,b0526,b1804,76
511145,b0526,b2557,427
511145,b0526,b0948,57
511145,b0526,b2147,99
511145,b0526,b1652,98
511145,b0526,b3067,56
511145,b0526,b2515,114
511145,b0526,b3289,251
511145,b0526,b3390,55
511145,b0526,b3651,59
511145,b0526,b3306,107
511145,b0526,b2559,81
511145,b0526,b2072,58
511145,b0526,b2581,59
511145,b0526,b3247,60
511145,b0526,b3982,56
511145,b0526,b2914,94
511145,b0526,b3386,56
511145,b0526,b1679,59
511145,b0526,b3294,111
511145,b0526,b3352,168
511145,b0526,b0674,59
511145,b0526,b2507,721
511145,b0526,b3308,99
511145,b0526,b2472,56
511145,b0526,b4258,603
511145,b0526,b4218,54
511145,b0526,b4041,63
511145,b0526,b2752,56
511145,b0526,b2330,58
511145,b0526,b4260,73
511145,b0526,b3350,55
511145,b0526,b2594,96
511145,b0526,b3983,73
511145,b0526,b3809,73
511145,b0526,b3030,110
511145,b0526,b3339,57
511145,b0526,b3984,73
511145,b0526,b3421,58
511145,b0526,b3940,84
511145,b0526,b4391,168
511145,b0526,b3168,110
511145,b0526,b4200,96
511145,b0526,b3384,413
511145,b0526,b1772,55
511145,b0526,b0650,60
511145,b0526,b2019,100
511145,b0526,b2129,54
511145,b0526,b3463,57
511145,b0526,b4143,137
511145,b0526,b2569,108
511145,b0526,b3288,97
511145,b0526,b1866,388
511145,b0526,b1207,107
511145,b0526,b3732,54
511145,b0526,b2942,59
511145,b0526,b3304,95
511145,b0526,b4006,60
511145,b0526,b1717,73
511145,b0526,b2478,57
511145,b0526,b0928,72
511145,b0526,b0680,280
511145,b0526,b3559,180
511145,b0526,b2474,740
511145,b0526,b3230,115
511145,b0526,b4054,72
511145,b0526,b2312,82
511145,b0526,b1263,179
511145,b0526,b2762,56
511145,b0526,b3640,59
511145,b0526,b0576,42
511145,b0526,b0893,434
511145,b0526,b3639,101
511145,b0526,b0888,58
511145,b0526,b3303,115
511145,b0526,b3312,108
511145,b0526,b2400,280
511145,b0526,b0882,106
511145,b0526,b2830,58
511145,b0526,b2113,104
511145,b0526,b3316,120
511145,b0526,b2935,59
511145,b0526,b3594,147
511145,b0526,b3637,56
511145,b0526,b4025,99
511145,b0526,b2926,110
511145,b0526,b3164,55
511145,b0526,b3064,75
511145,b0526,b2268,151
511145,b0526,b2779,91
511145,b0526,b2526,60
511145,b0526,b2201,57
511145,b0526,b3729,56
511145,b0526,b3225,53
511145,b0526,b3831,73
511145,b0526,b3321,141
511145,b0526,b3183,60
511145,b0526,b2610,245
511145,b0526,b4179,121
511145,b0526,b4147,110
511145,b0526,b3607,56
511145,b0526,b2171,110
511145,b0526,b1559,75
511145,b0526,b2316,95
511145,b0526,b2329,73
511145,b0526,b3310,58
511145,b0526,b1613,99
511145,b0526,b0818,57
511145,b0526,b2989,85
511145,b0526,b3313,87
511145,b0526,b2745,292
511145,b0526,b2746,58
511145,b0526,b2791,96
511145,b0526,b2173,114
511145,b0526,b1714,246
511145,b0526,b1344,56
511145,b0526,b1835,251
511145,b0526,b1212,102
511145,b0526,b1494,109
511145,b0526,b3360,122
511145,b0526,b2025,169
511145,b0526,b4306,158
511145,b0526,b3980,57
511145,b0526,b4378,56
511145,b0526,b3871,101
511145,b0526,b1093,57
511145,b0526,b3281,89
511145,b0526,b1100,54
511145,b0526,b1350,98
511145,b0526,b2195,53
511145,b0526,b1681,58
511145,b0526,b3610,72
511145,b0526,b4373,56
511145,b0526,b2780,132
511145,b0526,b3301,58
511145,b0526,b0637,58
511145,b0526,b3863,52
511145,b0526,b0835,250
511145,b0526,b2421,58
511145,b0526,b3295,75
511145,b0526,b3315,73
511145,b0526,b3298,103
511145,b0526,b2302,85
511145,b0526,b3311,73
511145,b0526,b3957,56
511145,b0526,b4475,250
511145,b0526,b3530,57
511145,b0526,b1635,85
511145,b0526,b1086,96
511145,b0526,b2754,98
511145,b0526,b1662,58
511145,b0526,b1290,54
511145,b0526,b2290,57
511145,b0526,b3235,73
511145,b0526,b3234,73
511145,b0526,b1683,58
511145,b0526,b0820,168
511145,b0526,b1211,98
511145,b0526,b3842,56
511145,b0526,b3074,54
511145,b0526,b3195,57
511145,b0526,b1208,110
511145,b0526,b3847,230
511145,b0526,b4298,53
511145,b0526,b0914,57
511145,b0526,b2024,108
511145,b0526,b0529,107
511145,b0526,b0661,250
511145,b0526,b1876,408
511145,b0526,b0657,96
511145,b0526,b3642,98
511145,b0526,b2711,99
511145,b0526,b1454,85
511145,b0526,b1117,58
511145,b0526,b2385,230
511145,b0526,b2414,58
511145,b0526,b1247,57
511145,b0526,b3741,57
511145,b0526,b0949,168
511145,b0526,b3363,55
511145,b0526,b3540,57
511145,b0526,b2836,78
511145,b0526,b3479,57
511145,b0526,b2465,59
511145,b0526,b3972,122
511145,b0526,b1484,57
511145,b0526,b4203,102
511145,b0526,b2532,56
511145,b0526,b2068,59
511145,b0526,b3887,72
511145,b0526,b4352,114
511145,b0526,b1098,58
511145,b0526,b2697,502
511145,b0526,b1637,556
511145,b0526,b3699,110
511145,b0526,b2422,59
511145,b0526,b3296,135
511145,b0526,b3839,110
511145,b0526,b3282,70
511145,b0526,b4129,240
511145,b0526,b2523,73
511145,b0526,b4375,112
511145,b0526,b2576,66
511145,b0526,b3165,73
511145,b0526,b2514,320
511145,b0526,b3985,90
511145,b0526,b1844,98
511145,b0526,b3179,121
511145,b0526,b2533,113
511145,b0526,b3318,103
511145,b0526,b0864,56
511145,b0526,b3340,94
511145,b0526,b3314,73
511145,b0526,b1291,54
511145,b0526,b2566,121
511145,b0526,b0955,58
511145,b0526,b2022,142
511145,b0526,b2255,97
511145,b0526,b2908,230
511145,b0526,b3056,73
511145,b0526,b3166,134
511145,b0526,b3300,73
511145,b0526,b2058,56
511145,b0526,b3342,73
511145,b0526,b2743,79
511145,b0526,b2499,58
511145,b0526,b2551,56
511145,b0526,b3229,85
511145,b0526,b3805,171
511145,b0526,b3560,58
511145,b0526,b3319,124
511145,b0526,b3752,55
511145,b0526,b3590,428
511145,b0526,b0945,99
511145,b0526,b2890,240
511145,b0526,b3176,57
511145,b0526,b1932,56
511145,b0526,b1262,246
511145,b0526,b3464,156
511145,b0526,b3541,57
511145,b0526,b2747,58
511145,b0526,b3919,58
511145,b0526,b3592,85
511145,b0526,b2114,461
511145,b0526,b3988,237
511145,b0526,b0849,72
511145,b0526,b1483,57
511145,b0526,b0911,369
511145,b0526,b3231,73
511145,b0526,b0838,85
511145,b0526,b3341,73
511145,b0526,b3066,58
511145,b0526,b1203,169
511145,b0526,b2741,56
511145,b0526,b1718,73
511145,b0526,b2301,85
511145,b0526,b3780,66
511145,b0526,b1378,58
511145,b0526,b3987,146
511145,b0526,b2023,96
511145,b0526,b2951,107
511145,b0526,b2508,140
511145,b0526,b2518,57
511145,b0526,b3368,110
511145,b0526,b3297,76
511145,b0526,b3178,82
511145,b0526,b4180,59
511145,b0526,b3305,108
511145,b0526,b3186,73
511145,b0526,b2872,56
511145,b0526,b2710,56
511145,b0526,b0600,57
511145,b0526,b3317,106
511145,b0526,b1713,440
511145,b0526,b4142,58
511145,b0526,b3986,58
511145,b0526,b0930,279
511145,b0526,b1274,77
511145,b0526,b3527,109
511145,b0526,b3177,104
511145,b0526,b0642,768
511145,b0526,b3309,93
511145,b0526,b3187,85
511145,b0526,b1246,57
511145,b0526,b3730,57
511145,b0526,b2069,60
511145,b0527,b2226,68
511145,b0527,b2698,259
511145,b0527,b2230,123
511145,b0527,b3877,57
511145,b0527,b3878,57
511145,b0527,b1789,171
511145,b0527,b2099,85
511145,b0527,b2433,74
511145,b0527,b3876,57
511145,b0527,b2184,56
511145,b0527,b4399,56
511145,b0527,b1410,132
511145,b0527,b1590,57
511145,b0527,b3664,224
511145,b0527,b0531,56
511145,b0527,b3882,98
511145,b0527,b0847,57
511145,b0527,b2067,55
511145,b0527,b0896,57
511145,b0527,b3358,139
511145,b0527,b3327,246
511145,b0527,b0929,56
511145,b0527,b4115,56
511145,b0527,b2503,154
511145,b0527,b1722,85
511145,b0528,b2008,56
511145,b0528,b3499,60
511145,b0528,b0529,56
511145,b0528,b3154,55
511145,b0528,b3895,57
